 	venne	scritto	</S>
a31	0.2694721925	0.225275405	0.50525243
a28	0.0920063728333	0.492952828333	0.415040827667
a8	0.0388457799444	0.550345996111	0.410808226889
a31	0.0206704746148	0.511551752037	0.46777779563
a20	0.0150319751716	0.520309717346	0.464658361877
a31	0.127529942724	0.442532639115	0.429937450626
a13	0.194519297575	0.553427403038	0.252053313542
a29	0.352852132525	0.452682474346	0.194465417847
a39	0.606543944175	0.250804744782	0.142651329282
a31	0.572950481392	0.241063308261	0.185986176427
a35	0.569204307131	0.23504643942	0.195749218809
a31	0.56238906571	0.234094736473	0.203516192936
</S>	0.473083757855	0.276019633237	0.250896606468
