 	dovevo	comprare	il	pane	</S>
a31	0.1241062445	0.09587579775	0.088301317	0.4400639	0.251652775
a46	0.0573003401667	0.0434181470833	0.0831225203333	0.354331581333	0.461827425
a31	0.0324862641222	0.0325689243611	0.0545268623444	0.166181751778	0.714236191667
a18	0.0118008814207	0.022755733787	0.0254610686815	0.216572980593	0.723409330556
a13	0.00402125046357	0.0194981022623	0.0189862425605	0.284333093531	0.673161293519
a0	0.00148701491452	0.0437854720874	0.0600674581868	0.254416101177	0.640243934506
a20	0.0121512957215	0.124589004029	0.140161276062	0.199225113726	0.523873324835
a7	0.0247051829072	0.200487434676	0.205387722021	0.160537207909	0.408882478278
a20	0.0636770843024	0.205452134892	0.229451280674	0.150855622636	0.350563886093
a31	0.150811961434	0.149146442297	0.212380043558	0.153555234212	0.334106305364
a11	0.184535337145	0.188705804766	0.196063727853	0.150210824737	0.280484285121
a39	0.318055875715	0.230033248255	0.157148705951	0.118974444912	0.175787721707
a31	0.439055041905	0.159273782752	0.135870301984	0.117300004971	0.148500877236
a13	0.469519663968	0.160161954251	0.124867125328	0.112009368324	0.133441889079
a17	0.606473674656	0.153776181417	0.0840647491093	0.0735359987747	0.082149389693
a31	0.603546418219	0.122435467139	0.0930217523698	0.0876920955916	0.0933042498977
a46	0.580982399406	0.13443826238	0.0966354974566	0.0918057998639	0.0961380459659
a20	0.643665453135	0.125597895793	0.0795401124855	0.0744043479546	0.076792211322
a31	0.554982251045	0.122435016931	0.108456560829	0.105562672652	0.108563480441
</S>	0.462238825522	0.136959608466	0.133646515415	0.131735591326	0.135419420221
