 	lo	posso	finire	di	fare	</S>
a20	0.0012228081	0.00171455375	0.33485970505	0.1216080615	0.231519325	0.30907549
a31	0.00125182703333	0.00184266921667	0.641824901683	0.0629097855	0.110414708333	0.1817560615
a46	0.00077784635111	0.00100848781556	0.533629558561	0.0503216991667	0.277917192778	0.136345188667
a31	0.00030522176937	0.000385579946053	0.228821468854	0.0686425763889	0.556651127593	0.145193999556
a41	0.00021429630879	0.000212390429551	0.124198549618	0.0727459441296	0.557564359198	0.245064426519
a18	0.0034869535096	0.00448043535985	0.0667638205393	0.0446344273765	0.396125886399	0.484508455506
a7	0.0250124075032	0.0535378371199	0.0520583995131	0.0344473617922	0.2646681588	0.570275831835
a41	0.115046325834	0.09903336904	0.0379228658377	0.0380786139307	0.195396832933	0.514522010612
a31	0.145956183611	0.113446756347	0.0277881962792	0.0435271859769	0.168105510978	0.501176186871
a0	0.20106099287	0.121948232116	0.0428920910931	0.0722253819923	0.164080386993	0.397792928957
a31	0.258592640957	0.140434560705	0.0705997303644	0.115628263997	0.165893945664	0.248850869652
a39	0.347777333652	0.140061233568	0.0815512867881	0.114281221332	0.142766955221	0.173562006551
a46	0.464279387884	0.117209157856	0.0907385122627	0.0999372357773	0.108791568407	0.119044192184
</S>	0.453207808942	0.118439408928	0.100406276131	0.104734635889	0.109017834204	0.114194071092
