 	le	canzone	si	scrivono	alla	notte	</S>
a20	0.016416725799	0.017689735505	0.0756375725	0.1342770375	0.48006615	0.164087615	0.1118251845
a31	0.00551296761567	0.00603586095833	0.0307119752333	0.420249185833	0.392363513567	0.0982231206667	0.0469033818333
a0	0.00199703573189	0.00355337263944	0.0220545961444	0.570202388611	0.196796584756	0.104404159222	0.100991834611
a20	0.000819760472297	0.00349469794648	0.0711007570481	0.39820707287	0.257039764919	0.133591959741	0.135745960204
a31	0.000426305109099	0.00269449628216	0.0834035413494	0.38005619429	0.281873704973	0.15582501658	0.0957207487347
a13	0.000356832713033	0.00207757652739	0.0482074017831	0.33432139143	0.358505464991	0.171395402193	0.0851359562449
a38	0.00104851914768	0.00881418184246	0.0628737795944	0.202863087143	0.51392938833	0.146103875731	0.0643671940816
a31	0.00393645338256	0.0192546006142	0.0702707678648	0.138766435714	0.584413529443	0.130982813577	0.0523753650272
a20	0.00489139202752	0.0169098248714	0.0487382079549	0.0807912535713	0.597267759814	0.190450531192	0.0609509700091
a31	0.0110871042425	0.0141037166238	0.0363649966516	0.0482984335238	0.604587419938	0.224143503731	0.061414788003
a20	0.0124755087475	0.0117052186413	0.0264182275505	0.0358472471746	0.559077856646	0.272775754577	0.0817001473343
a33	0.0052175682825	0.0105030893138	0.0401877178502	0.0305634457249	0.464304042215	0.339723581526	0.109500549111
a31	0.0148494354608	0.0176214027713	0.0557156126167	0.0259876449083	0.428856824072	0.334971197175	0.121997883037
a28	0.0188595651536	0.0206591922571	0.0600670042056	0.0303253633028	0.395172494691	0.327309679058	0.147606667679
a31	0.0337237517179	0.0341331587524	0.0770227380685	0.0330729167676	0.352317284897	0.307148736353	0.16258137256
a0	0.045016696906	0.0442258935841	0.0771438943562	0.0648242479225	0.325980538299	0.282740655451	0.160068034187
a31	0.0856896119687	0.0619765618614	0.0860825331187	0.0790658983075	0.2786700561	0.24736163515	0.161153664729
a3	0.130291427323	0.0935663092871	0.0938778877062	0.0817815084358	0.2286731687	0.21162277505	0.160186911576
a31	0.183543622441	0.106307101762	0.0950641425687	0.0877591278119	0.1941185529	0.18318776835	0.150019697192
a46	0.23412516748	0.111274307254	0.0893806715229	0.090321747604	0.168574987633	0.162235136117	0.144088005731
a31	0.276934612493	0.111102055751	0.0841679611743	0.094854023868	0.151016443878	0.146553262039	0.13537166191
a39	0.363737627498	0.110650336917	0.0798170603914	0.0818154692893	0.124620362626	0.12235632068	0.11700282397
a35	0.494224352499	0.100554877306	0.0602831121305	0.0714102290964	0.0930612808753	0.0915738002267	0.0888923423233
a31	0.495720000833	0.097319539102	0.0754062160435	0.0605819523655	0.0910235602918	0.0905429667422	0.0894057817744
</S>	0.401540875416	0.106647904551	0.0961255380218	0.0656727561828	0.110401045146	0.110225143371	0.109386780887
