 	deve	essere	bianco	</S>
a31	0.0364660378396	0.0380097106	0.5518447	0.37367956
a11	0.0122983997063	0.0657551072667	0.559762843333	0.36218365
a31	0.0043287851521	0.0753486921222	0.355061777778	0.56526074
a37	0.00187331033403	0.0279734872074	0.199676765926	0.770476413333
a31	0.00115875102801	0.0123758168358	0.135370985309	0.851094424444
a37	0.00111571879267	0.0114839259119	0.15213691177	0.835263448148
a31	0.0319740523642	0.0459333999706	0.17292757059	0.749165002716
a20	0.0492011074547	0.220415978657	0.13557813553	0.594804794239
a31	0.0753916924849	0.318269289552	0.105407743843	0.50093125808
a0	0.0883367208283	0.416677726517	0.0971967279477	0.397788786027
a31	0.101416953609	0.477772588839	0.115055409316	0.305754995342
a20	0.184617164536	0.461370029613	0.110880306439	0.243132453114
a18	0.364444184845	0.427547999871	0.0775733121463	0.130434499038
</S>	0.500777207422	0.326878604936	0.0697781160732	0.102566089519
