 	ho	messo	uno	specchio	sul	muro	</S>
a8	0.122307386521	0.08625421755	0.023194424	0.02876427	0.02261474425	0.16997432	0.5468906
a31	0.0413701532212	0.0766332442167	0.181754199333	0.0620461083333	0.0190517745833	0.128729482333	0.490415033333
a17	0.0146199283737	0.0818567040722	0.274409323111	0.289121202778	0.0392858095278	0.057576483111	0.243130569444
a11	0.00523744260123	0.0399510146907	0.19654914437	0.359185357593	0.0869895598426	0.0924953277037	0.219592171481
a31	0.00205587264374	0.0254308148969	0.201758418123	0.223610755864	0.129857543281	0.136125225901	0.281161373827
a20	0.000972309821247	0.0191688189656	0.170181129374	0.160048769955	0.147397221094	0.170358928634	0.331872824609
a31	0.000761142447082	0.0324322876552	0.158156583125	0.0934294703183	0.126714142365	0.233823886211	0.354682488203
a37	0.000947095215694	0.0535976182184	0.189992591042	0.0526299051061	0.0784492227883	0.228097315404	0.396286236068
a24	0.00438604783856	0.117584465073	0.150052153681	0.024936894202	0.0407427619294	0.194176025135	0.468121605356
a28	0.00600680811285	0.138793278358	0.092030551227	0.013919233234	0.0567476983098	0.245303861712	0.447198515119
a31	0.0217640503709	0.110560479453	0.0531866377423	0.0135268734113	0.0999778827699	0.323984333904	0.37699971504
a24	0.0274838055903	0.0965341318177	0.0394983732474	0.0120358283038	0.0970746882566	0.345724634635	0.38164856168
a35	0.0186685693301	0.0691871342726	0.0466769730825	0.0234779596013	0.0963914400855	0.343314954878	0.40228302056
a31	0.02685556911	0.0579546764242	0.0366172816942	0.0347101598671	0.156212200029	0.329247984959	0.358402166853
a20	0.0337715420367	0.0647534821414	0.0376024725647	0.0463758299557	0.18920899001	0.306872514986	0.321415182284
</S>	0.0354652485183	0.0822521560707	0.0513244462824	0.0602835099779	0.179020265005	0.288733987493	0.302920391142
