 	non	sapeva	dove	a	stare	</S>
a20	0.291400585727	0.04501258001	0.583679545	0.02767747395	0.003618680435	0.048611150925
a31	0.0971770562293	0.015012725961	0.860421018333	0.00962726242667	0.00138362834167	0.0163783346618
a37	0.0331656462454	0.00529865407133	0.713788286111	0.0718856682856	0.158593276687	0.0172684866241
a38	0.0148858927485	0.0172514281571	0.544316108704	0.151136749429	0.243964522229	0.028445328208
a31	0.00966674441617	0.0212117107524	0.668523609568	0.116443851476	0.163063720743	0.0210903960693
a41	0.0189890646387	0.0219466592841	0.567136296523	0.119523508825	0.159878936914	0.11252554269
a10	0.0307522832129	0.0370876240947	0.284368045508	0.137149548275	0.139565365638	0.37107712423
a20	0.0235317444043	0.0377641776982	0.126496582836	0.141272728092	0.225411755213	0.445523008077
a9	0.122890269801	0.131786291233	0.0692184152787	0.158962959364	0.257185945071	0.259956111359
</S>	0.2295326749	0.229336410617	0.0658985426393	0.140164689682	0.177463632536	0.157604018679
