 	mia	sorella	non	è	venuta	mai	qui	come	io	</S>
a31	0.015915214265	0.01511109372	0.009184056	0.01300044975	0.03682366335	0.000715540753	0.001841630116	0.234641395	0.176551275	0.49621568
a24	0.00532768685333	0.00510609122233	0.0049153429	0.0182646504167	0.01459536585	0.000440814986333	0.000628927367333	0.132141716667	0.193846048333	0.62473336
a31	0.00178609769178	0.00171585029111	0.00190860543	0.0186244764722	0.00782537731667	0.00232089879544	0.000410183740444	0.056546774889	0.277197212778	0.631664523333
a13	0.000601834105927	0.000581760068703	0.000740906963333	0.0177931061574	0.00617326407222	0.00402557079848	0.000516887500148	0.0285063976297	0.212741947593	0.728318334444
a18	0.000210683123642	0.000211705557234	0.000592346027778	0.0392424297191	0.0175094854574	0.00797158799949	0.00179029962005	0.0304055208766	0.124817865864	0.777248104815
a20	0.000175566596547	0.000189301776411	0.00300919945926	0.0951813632397	0.0487550754858	0.0200373403332	0.0195969486734	0.129948720292	0.0927523836213	0.590354118272
a31	0.000326191988849	0.000382093338804	0.00766580181975	0.12523709108	0.0651927001619	0.0254999691111	0.0329574388911	0.249951270097	0.0814531845404	0.411334262757
a37	0.00108365209628	0.0010687898796	0.0181820809399	0.104673655027	0.125898940054	0.0335965103704	0.0402161289637	0.286041036699	0.0776359248468	0.311603267586
a31	0.00649840553209	0.00846546195987	0.0310538266466	0.0675225553423	0.142493779351	0.0400922254568	0.0779186586546	0.335305025566	0.0756608166156	0.214989205862
a11	0.00827899624403	0.0110947023866	0.0296608608822	0.0378484841141	0.10344872245	0.0339532564856	0.0970145195515	0.402531171855	0.101449138872	0.174720108621
a31	0.0119028204813	0.0152101911955	0.0180531702941	0.0233508603047	0.0850477774833	0.0284949301619	0.126475523184	0.436651347285	0.135286439624	0.119526942874
a11	0.0131847485604	0.0169638951318	0.0152919974314	0.0191627940349	0.113321469161	0.033000978054	0.134616827728	0.418853482428	0.146071329875	0.089532520958
a31	0.0171476509201	0.0216813697773	0.0142588393438	0.0179666655783	0.125395313054	0.036975607018	0.147641395909	0.380939264143	0.165206906625	0.072787041986
a11	0.0193344714734	0.0254864519258	0.0235716226479	0.0214507620928	0.159432691018	0.050499630006	0.151141968636	0.328240611381	0.165111808875	0.055730015662
a31	0.0242945986578	0.0332571739753	0.0280508968826	0.0233295033643	0.177200636339	0.060496011002	0.148319789545	0.28336985046	0.169051439625	0.052630076554
a13	0.0286546892193	0.0411932456584	0.0501548716275	0.0293251454548	0.186620338113	0.068726631334	0.145536709848	0.239074263487	0.164737366542	0.0459766948513
a31	0.0371932604064	0.0540704342195	0.0608971048758	0.0325126074849	0.196774659371	0.0781681004447	0.132453693283	0.201151647829	0.154693068847	0.0520853879504
a18	0.0489172944688	0.0710256194065	0.103831829292	0.038989985495	0.164305296457	0.0760907968149	0.127554025761	0.169285639276	0.145110369616	0.0548891099835
a31	0.0630283091563	0.0872779798022	0.124067439764	0.0434393694983	0.157705995486	0.080595245605	0.113189076587	0.141092279759	0.128612969872	0.0609912956612
a10	0.0885648483854	0.126230823267	0.157139763255	0.0369766374994	0.113156031829	0.0723872452017	0.105845994529	0.11973290992	0.113855943291	0.0661097665537
a7	0.133890184795	0.205927881089	0.222112367752	0.0377856224998	0.0830351826097	0.0544821884006	0.0683209495097	0.0743309433067	0.0725049354303	0.0476097545179
a31	0.170825241598	0.22875074703	0.162252692584	0.0312373798333	0.0713329342032	0.0573110594669	0.0710431241699	0.0735472677689	0.0730261448101	0.0606734208393
a20	0.170469483866	0.220029785677	0.165073870861	0.0363595622778	0.0685102514011	0.058567931489	0.0707645287233	0.0721497812563	0.0722343869367	0.0658404136131
a31	0.188014977955	0.217183998559	0.169182316954	0.0432280860926	0.0655526791337	0.057764432163	0.0650778482411	0.0658301857521	0.0660158289789	0.0621496662044
</S>	0.204449313977	0.185645779279	0.121353333477	0.0447624960463	0.0728598045668	0.0679233510815	0.0761647091205	0.0769155028761	0.0769421544894	0.0729835881022
