 	devo	pulire	l'	albero	</S>
a39	0.0170983433365	0.00753092599	0.0455368665	0.68865597	0.2411779435
a31	0.00570538228648	0.0530653543233	0.0340375851667	0.80071799	0.106473736833
a35	0.00191521340449	0.112435031441	0.0558357450556	0.600793886667	0.229020145611
a31	0.000646449875163	0.090328168147	0.0505898593519	0.567181618889	0.291253915204
a20	0.000250538039721	0.0529791743823	0.0656327141173	0.620665852963	0.260471725068
a31	0.000158985089907	0.106847902127	0.149895724706	0.488910944321	0.254186431689
a37	0.000340263639969	0.170305594042	0.370880661569	0.31129919144	0.147174280563
a1	0.00123347907999	0.130422375681	0.537676990523	0.14681967048	0.183847476854
a20	0.00689965366	0.0886309628937	0.572853010174	0.09964544216	0.231970898951
a31	0.02119764322	0.104693167631	0.543026700058	0.109405016053	0.221677456317
a39	0.02168512754	0.0924784612103	0.522639040019	0.0985685486843	0.264628852106
a10	0.03931471898	0.0883759290701	0.546281336673	0.0720796278948	0.253948424035
a29	0.0711445213267	0.119294293023	0.520596668891	0.0740051642983	0.214959354678
a46	0.0975359954422	0.138226344341	0.47574116963	0.0664324367661	0.222064034893
a31	0.112853525147	0.10848272578	0.389212736543	0.105502910922	0.283948088298
a20	0.104237608382	0.145351269593	0.358064388848	0.129085380307	0.263261362766
a13	0.154666916127	0.228704719864	0.333016289616	0.108475380102	0.175136717589
a20	0.268690758709	0.203615469955	0.269191673205	0.108821098367	0.14968102253
a31	0.28075391957	0.124155023318	0.250735524402	0.147109541122	0.197246010843
a11	0.225060036523	0.181753167773	0.234841281467	0.155692080374	0.202653436948
a17	0.256973705508	0.308459382591	0.179737750489	0.115580288791	0.139248862316
a20	0.383807961836	0.26586017753	0.141311820163	0.0975876782637	0.111432334105
</S>	0.471661895918	0.201399113765	0.129846080082	0.0931495841319	0.103943287052
