 	vuole	pianto	</S>
a39	0.226291548	0.20629525	0.5674132
a31	0.125901311333	0.289912396667	0.58418629
a41	0.141805650444	0.449550052222	0.40864429
a31	0.135406801481	0.504642374074	0.35995082
a37	0.0860444511603	0.460046758025	0.453908793333
a11	0.0438675247201	0.400972502675	0.555159984444
a39	0.07143214324	0.415763097558	0.512804794815
a31	0.19284853108	0.464458255853	0.342693248272
a46	0.26765961036	0.443586668618	0.288753736091
a31	0.29956917012	0.406606152873	0.293824668697
</S>	0.33969408506	0.381806946437	0.278498944348
