 	è	che	è	entrato	da	qui	</S>
a31	0.01885441785	0.227612135	0.068287069	0.00784624055	0.237987265	0.051792047	0.38762087
a7	0.00755504515633	0.0833805829	0.0402559073333	0.01324708135	0.310738868333	0.050600805	0.494221736667
a18	0.0465661236918	0.279263508867	0.0453540841111	0.01543234345	0.201007211778	0.0452308953333	0.367145837222
a31	0.0693011655639	0.409224559622	0.0699039047037	0.0544161134833	0.095382422926	0.0301182381111	0.271653577407
a46	0.0370721665213	0.222068816541	0.140462941568	0.154680737828	0.140375504309	0.0374656933704	0.267874122469
a31	0.0304509998404	0.21959160218	0.162552813856	0.155419023609	0.141546931436	0.0364594461235	0.253979154156
a39	0.0270091969468	0.212119998727	0.124260764619	0.070712231203	0.0686553964787	0.0400882923745	0.457154088052
a28	0.0246959096489	0.216893224242	0.110968938206	0.0346342240677	0.0396716098262	0.0436889327915	0.529447142684
a31	0.0343635015496	0.235945491414	0.082413199402	0.0244500833559	0.0338750592754	0.0675467342638	0.521405914228
</S>	0.0373444317748	0.165641245707	0.065942779701	0.025200187678	0.0399160811377	0.0932474421319	0.572707807114
