 	lo	sentii	che	viene	</S>
a43	0.52171828	0.18748464	0.2366325475	0.0533212235	0.00084324953
a17	0.673112246667	0.15318046	0.117116479833	0.0556650401667	0.000925743343333
a11	0.627602625556	0.16555386	0.157362032278	0.0457030123889	0.00377846578111
a31	0.430954035185	0.156381705667	0.373894977426	0.034416242463	0.00435301722704
a46	0.385190515062	0.134156270889	0.431864049142	0.0470164291543	0.00177275282901
a6	0.365933248354	0.212303050296	0.352126279714	0.0677418763848	0.00189561192967
a31	0.217114505451	0.191560315432	0.479889326571	0.108900305462	0.00253555577656
a15	0.16531890115	0.137639867144	0.545661138857	0.148037331821	0.00334272652552
a20	0.15080582805	0.116058372381	0.607079212952	0.122618372274	0.00343819917517
a31	0.06763883335	0.0714822607937	0.765478470984	0.092852493758	0.00254795729172
a17	0.0450536881167	0.0486834519312	0.718162586995	0.176557382586	0.0115429016639
a31	0.0415550957056	0.0361534723104	0.678799405665	0.228520854195	0.014971168888
a13	0.0610244575685	0.0892460507701	0.613419995222	0.196476921398	0.0398325666293
a39	0.107464549189	0.158977170257	0.411403641741	0.207775360466	0.114379245543
a46	0.139920416396	0.182260826752	0.29775842058	0.206243453489	0.173816865181
a31	0.154594535465	0.188924292251	0.255683023527	0.206361634496	0.194436521727
a18	0.162886801822	0.190923027417	0.235291314509	0.207845121499	0.203053747242
</S>	0.169126155911	0.191252538709	0.226712427254	0.206290485749	0.206618413621
