 	Anna	ora	sta	vicino	a	me	dormendo	</S>
a8	0.0113199247605	0.0163125675414	0.066035735778	0.375210775	0.06638445385	0.0567241315	0.13494649	0.273065955
a31	0.0046202527605	0.00567778489477	0.024624520778	0.658357411667	0.0296024245167	0.0361032118333	0.053983234	0.187031185
a8	0.00255350438683	0.00217976730826	0.0113884345927	0.750667600556	0.0254482188389	0.0261717376111	0.0640609286667	0.117529845
a31	0.00110564201894	0.000788450406753	0.00451591921757	0.702127710185	0.0250608282796	0.023219045537	0.128167572889	0.115014888333
a17	0.00046151308298	0.000283060718584	0.00166575047252	0.477860960062	0.0258790030932	0.0372123735123	0.322709040963	0.133928312778
a18	0.00062248534766	0.000281310721861	0.00149328463751	0.421237276687	0.0240383180311	0.0437358871708	0.366117343654	0.142474070926
a31	0.00123877044922	0.000346106587287	0.00177854207917	0.577894678896	0.023202359677	0.0247441800569	0.209135494551	0.161659853642
a17	0.00113456524974	0.000243121622429	0.00112611890639	0.457589329632	0.0421370182257	0.0399447503523	0.269857071517	0.187968031214
a30	0.0173625728499	0.00653395816748	0.0173803837488	0.427355626544	0.0501410014086	0.0486339521174	0.257996267172	0.174596243738
a17	0.0231031868166	0.00880490918916	0.0234109254496	0.431197175515	0.0528164638029	0.0445237600391	0.215999725724	0.200143867913
a39	0.0156476021389	0.00913999586305	0.0193859023499	0.310528725172	0.0769008242676	0.0631963373464	0.271856485241	0.233344135971
a17	0.017222015713	0.0221637532877	0.0293064001166	0.251866515057	0.0968023210892	0.0841915324488	0.253459061747	0.244988398657
a31	0.0281103502377	0.0526157644292	0.0595573187055	0.159231008352	0.0914442883631	0.206939417483	0.183871819249	0.218230042886
a17	0.0276334694792	0.0508593982764	0.0617601422352	0.124430749451	0.111777132788	0.237867839161	0.181371658416	0.204299650962
a20	0.0154837335597	0.0584448245588	0.0668490734117	0.117439136484	0.128976960929	0.187150763054	0.205565329472	0.220090203654
a27	0.0166987665199	0.0900975565196	0.107295107804	0.0824032801613	0.0930442423097	0.208227474351	0.179176226491	0.223057334551
a20	0.0167088695066	0.0929773055065	0.137818525935	0.0599094047204	0.0693038527699	0.199002098117	0.18559145883	0.238688481517
a31	0.0230032151689	0.109795525169	0.132168343978	0.0377896552401	0.0654529909233	0.248173319372	0.16379618961	0.219820770506
a18	0.0229349660563	0.109533033723	0.135712546659	0.03362062208	0.0782728269744	0.247096559791	0.162637373203	0.210192063502
a31	0.0248621400188	0.160686129908	0.156836728886	0.0300871280267	0.0874496356581	0.20850270993	0.149363209401	0.182212287834
a13	0.0259285090063	0.173691638303	0.229653179629	0.0346338933422	0.106890701886	0.173000498643	0.116002581467	0.140198995945
a20	0.0221771023354	0.194808764434	0.33631683321	0.0356455376807	0.105565471629	0.104073485548	0.094683350489	0.106729489982
a31	0.0308890984451	0.293925201478	0.30230391107	0.0158468324602	0.0795485532097	0.099948612516	0.0844088168297	0.0931290213273
a28	0.0374843941484	0.246129277159	0.332374750357	0.0221874161534	0.0909311227366	0.0962572485053	0.0835585689432	0.0910772737758
a31	0.0495818213828	0.241691769053	0.369841183452	0.0238922050511	0.0903987742455	0.0769544721684	0.0714898563144	0.0761499645919
a8	0.0673928854609	0.236081416351	0.364544167817	0.0397902293504	0.0997466614152	0.0689585923895	0.0597767254381	0.0637093615306
a17	0.0819943521536	0.20904059545	0.423785672606	0.0462892903501	0.0946241751384	0.0515008691298	0.045220095146	0.0475449825102
a8	0.0806524647179	0.234142808483	0.453028477535	0.0263165130167	0.0723989263795	0.0469667890433	0.0427990400487	0.0436949728367
a23	0.0634468115726	0.199390732828	0.466625275845	0.0256372256722	0.0858418754598	0.0566177606811	0.0510044283496	0.0514358609456
a8	0.0484856628575	0.186412397609	0.452180645282	0.0244152808907	0.0994440351533	0.067901160227	0.0603876594499	0.0607731269819
a20	0.0357764966192	0.194323949203	0.386242715094	0.0181105631302	0.102703808384	0.091562233409	0.08518537315	0.0860948256606
a31	0.0269320955397	0.179334409734	0.258157731698	0.0106979455434	0.112374476128	0.138639371136	0.135789087717	0.138074871887
a39	0.0386552621799	0.160381946578	0.235504050566	0.0117512088478	0.117867973709	0.145869117045	0.143939679239	0.146030770629
a18	0.0501199823933	0.226263252193	0.320846650189	0.0113336356159	0.0911302605697	0.101257151015	0.0990827747463	0.0999663178763
a37	0.0504933251311	0.335262497398	0.348276050063	0.00619734167197	0.0599365061899	0.0673046303383	0.0659010832488	0.0666285989588
a31	0.052075657377	0.326481212466	0.267283650021	0.00491959585732	0.07285340373	0.0922047647794	0.0913067444163	0.0928749683196
a8	0.063334400459	0.222333110822	0.29855478334	0.0106273081191	0.0889941845767	0.10516304926	0.104685710139	0.106307425107
a23	0.0793974648197	0.171362526941	0.43906762778	0.017968349373	0.0777753381922	0.07207309942	0.0708862710463	0.0714692840357
a37	0.0721022879399	0.244029085647	0.43313360926	0.0143887660243	0.0641013167307	0.0584050818067	0.0566908426821	0.0571489836786
a8	0.10306521098	0.316016968549	0.39236263642	0.00896617824143	0.0478226805769	0.0448707742689	0.043232464894	0.0436630908929
</S>	0.14449768549	0.312456144274	0.39345366821	0.00907429412072	0.0411015917884	0.0343718326344	0.032370888447	0.0326739014465
