 	il	morto	si	piange	</S>
a20	0.02088806015	0.0360744	0.041517052	0.44471157	0.45680891
a31	0.00769403785	0.0156254053667	0.0189344526	0.678370706667	0.279375394333
a18	0.00355333121667	0.0069750439889	0.0116756268	0.877339885556	0.100456113644
a15	0.00248606277222	0.054138308163	0.0232737276	0.813752038519	0.106349852415
a31	0.00199414812407	0.085929704721	0.0515369892	0.66569322284	0.194845920805
a15	0.00131246510802	0.071902696907	0.0652927090667	0.510521267613	0.350970846935
a31	0.014885612036	0.128874245636	0.0783964056889	0.364584932538	0.413258785645
a29	0.0300596606787	0.185855481879	0.0816462492296	0.277737014179	0.424701611882
a31	0.0994968248929	0.163006490626	0.0676093150765	0.192296741393	0.477590670627
a0	0.113298050198	0.103088623542	0.0539246476922	0.131166107131	0.598522590209
a31	0.073226771966	0.0640539021807	0.0404092858974	0.0854983690437	0.736811696736
a13	0.061942799322	0.0646963317269	0.0394899049658	0.0687870216812	0.765083978912
a18	0.0575127904407	0.118464293909	0.0383875973219	0.0543362775604	0.731299072971
a41	0.11905987548	0.166215281303	0.048008103774	0.0434887861868	0.62322799099
a31	0.12043157516	0.154293583768	0.0716270879247	0.0434485800623	0.610199186997
a18	0.151403818387	0.179135997923	0.102945232642	0.0566945380208	0.509820398999
a31	0.165517407796	0.226057142641	0.148928224214	0.0794638993403	0.380033289666
a46	0.301363660932	0.194217894214	0.141649584738	0.0831374797801	0.279631353222
a31	0.370973283644	0.178201908071	0.142576414913	0.106576721927	0.201671657741
a0	0.411673374548	0.166068349357	0.139369129971	0.111710341642	0.17117880258
a31	0.439070901516	0.156815019786	0.13519952499	0.117738628214	0.15117590086
</S>	0.303505965758	0.185973484893	0.171690772495	0.151584599107	0.18724511543
