 	mia	mamma	puliva	la	casa	ogni	giorno	</S>
a37	0.0467920645	0.2114690935	0.420438545	0.066952513	0.08625527	0.0779655885	0.050326322	0.039800573
a31	0.01889399945	0.0824649006667	0.340557205	0.324831244333	0.0807480433333	0.07119411098	0.0446512063533	0.0366592586667
a21	0.00725619393333	0.0335848160556	0.322460318333	0.407369849111	0.0682558677778	0.02796595814	0.0635492844711	0.0695576818889
a28	0.00512279881111	0.0219283430185	0.305981197444	0.162290872704	0.0658361759259	0.02165211138	0.127346888157	0.289841587296
a35	0.0046542428037	0.0162137043395	0.172297443815	0.0642133032347	0.0494391109753	0.0200400357933	0.181372399386	0.491769745765
a24	0.00406103260123	0.0164346927798	0.245312074605	0.0314130254116	0.0384641359918	0.0153176557644	0.189560049795	0.459437331922
a46	0.00409883133374	0.0192744522599	0.262138468202	0.0884541091372	0.117740051997	0.0629029627548	0.150174676598	0.295216450641
a31	0.0592318274446	0.132316425087	0.177830416067	0.127685846379	0.149252768332	0.0898707609183	0.108868585533	0.154943390214
a24	0.0977577224815	0.242006888362	0.170382625356	0.128433032126	0.115232547111	0.0754038123061	0.0729324518443	0.0978509214047
a46	0.0566525119938	0.170213297454	0.135098508452	0.155464467375	0.154255249037	0.150127572769	0.0897614339481	0.0884269451349
a20	0.0528579784979	0.145856130485	0.0861588161507	0.158008745792	0.153858793012	0.213394830923	0.103073284649	0.086791425045
a31	0.0889869474993	0.202043443495	0.0573196293836	0.121081412931	0.106954434337	0.226036210308	0.109286454883	0.0882914666817
a6	0.103550283833	0.228556914498	0.0323571374612	0.10191366531	0.112090884779	0.211588506769	0.112985818294	0.0969567738939
a20	0.0999851812777	0.277424468166	0.0232816298204	0.102266698437	0.117391191593	0.19106719559	0.100383708098	0.0881999046313
a31	0.104524975093	0.278633246055	0.0169308592735	0.066054125479	0.0833922638643	0.221069481863	0.130429241366	0.0989658315438
a45	0.0925445313643	0.241733072018	0.0265497534245	0.126091337826	0.115602571288	0.193598710621	0.116464032455	0.0874160591813
a20	0.104183745455	0.313739727339	0.0296114158082	0.151563040609	0.126128991096	0.13293896354	0.077774149485	0.0640600050604
a31	0.141387035152	0.33643850578	0.0156717152694	0.0811453598697	0.093957653032	0.137399344513	0.103482703162	0.0905176850201
a46	0.158495185051	0.325056358593	0.0365908167565	0.0930736382899	0.0860925396773	0.118049169838	0.095912730054	0.0867295466734
a31	0.236276671684	0.335948772864	0.0475999502522	0.100007157097	0.0733394432258	0.0784404236127	0.0659473773513	0.0624402022245
</S>	0.303468070842	0.304986036432	0.0340039746261	0.0780196950485	0.0693801166129	0.0760692598064	0.0683546111757	0.0657182636122
