 	non	ha	che	li	aspettiamo	</S>
a46	0.329173308	0.26696282	0.20249332315	0.0223569625	0.03318791665	0.145825635
a31	0.118609072333	0.39404258	0.207383242383	0.0204370748333	0.01984112965	0.239686868333
a15	0.0512684787777	0.472577293333	0.112228688794	0.0434778406111	0.0189541672167	0.301493502778
a31	0.0305433725926	0.537606074444	0.131209772931	0.054711463537	0.0154672624056	0.230462034259
a28	0.0196319467975	0.362278290481	0.297382350977	0.075260391179	0.0273519191352	0.218095088086
a20	0.0124719798658	0.17710564916	0.469875183659	0.0980126437263	0.0427229157117	0.199811592695
a11	0.0350294509553	0.254186083053	0.399027417886	0.0718603755754	0.0449061102372	0.194990527565
a31	0.129974996985	0.379294521018	0.216624445962	0.0436592595251	0.0471623067457	0.183284462522
a11	0.175530408995	0.394820533673	0.153301398654	0.0528202498417	0.0565798922486	0.166947484174
a31	0.187299386332	0.352746981224	0.150269634885	0.0660693349472	0.0675795507495	0.176035068058
a46	0.194697805444	0.278198413741	0.161516963628	0.0753734099824	0.0718421382498	0.218371259353
a31	0.206569598481	0.20607573458	0.182671694543	0.108386059994	0.0778393574166	0.218457569784
a11	0.212768089494	0.199471121527	0.187723968181	0.133040779998	0.0890357858055	0.177960263261
a31	0.198112656498	0.177921723842	0.195645552727	0.158796376666	0.103013938602	0.166509761087
a11	0.251725192166	0.197108194614	0.161278534242	0.149339717555	0.101271358201	0.139277010362
a46	0.383848974055	0.209147211538	0.117830216081	0.105612669518	0.0835327494003	0.100028196787
</S>	0.486526317028	0.166298655769	0.0970357650405	0.089368077259	0.0757188267002	0.0850524033935
