 	io	non	ho	niente	da	mangiare	</S>
a8	0.0981479246675	0.2997828535	0.47046776	0.00236443153	0.00472639085	0.02902873535	0.095481916
a31	0.182376754668	0.1770705035	0.479761206667	0.000831934765	0.00476365614333	0.0365053891167	0.118690612
a8	0.210601129689	0.161648207833	0.330352755556	0.0532479898233	0.00595453390778	0.0232985487056	0.214896884
a20	0.0723887320297	0.0960158892777	0.316997345185	0.138111476608	0.0692267266359	0.0223423979019	0.284917434667
a31	0.0265980568766	0.0490690274926	0.214973080828	0.114082420169	0.126876168879	0.0474698493006	0.420931378222
a14	0.00942763895887	0.0363650122309	0.169309272709	0.17929299469	0.119747159626	0.0469641567669	0.438893746074
a31	0.00350212075296	0.065990056077	0.180181864236	0.224131991563	0.156808633209	0.052136462589	0.317248812025
a13	0.00143075355699	0.0815445920257	0.212839954745	0.265670050521	0.140712529403	0.0523859875963	0.245416109008
a37	0.000535829594997	0.0865294973419	0.226007011582	0.47728289684	0.0657838614677	0.0240010432654	0.119859896669
a10	0.000315118058332	0.111136092447	0.164914250527	0.557688545613	0.0410947351559	0.0224616317551	0.10238964089
a20	0.000327118609444	0.124514417482	0.152637590176	0.567220658538	0.0306811713853	0.027917514585	0.0967015322967
a7	0.00166709833648	0.140660069161	0.137571970059	0.573836762846	0.0275355474618	0.0334586745283	0.0852699027656
a18	0.00489806677883	0.142333886387	0.11372801102	0.588270044282	0.0340502844873	0.0401742805094	0.0765454559219
a44	0.00751922242628	0.205915825462	0.14202857134	0.522806448094	0.0312606958291	0.0319244089365	0.058544847974
</S>	0.00820988446314	0.284595052731	0.19706748567	0.426786339047	0.0214040244145	0.0190086726182	0.042928560487
