 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
a31	0.026559943538	0.01849327815	0.1439187335	0.0149012105	0.039351562	0.024831624	0.005419994	0.033277313	0.18349252	0.50975379
a20	0.00887869593367	0.0065928441624	0.1423808865	0.0111631989	0.0317752303333	0.138408710667	0.0116813156667	0.0237712853333	0.16236956	0.462978273333
a31	0.00296592917222	0.00220150242953	0.0539290037333	0.00412660599	0.0267214097778	0.388413410222	0.0462941285556	0.0533703091111	0.162015926667	0.259961746778
a29	0.00100905696941	0.000742485752843	0.0190183974444	0.00156194454	0.0123005595926	0.357580648741	0.0519277435185	0.074956659037	0.142081295556	0.338821174593
a15	0.00036791631547	0.000259574666614	0.00685748098147	0.00067472537	0.0115746661975	0.139759700914	0.0219932801728	0.0516167240123	0.216398475185	0.550497474864
a31	0.000152293660823	0.000165736527871	0.00397985476049	0.000537941203333	0.0113951173992	0.0643680173047	0.0125244120576	0.0381165250041	0.287218661728	0.581541458288
a18	0.000143104816941	0.000263103535957	0.00357114702016	0.000621102044444	0.0072236580664	0.0293049231016	0.00810852135253	0.030375040668	0.276791647243	0.643597756096
a46	0.00109697485898	0.000805024735319	0.00451583587339	0.00264206018148	0.0064708077888	0.0125312902339	0.00432105695084	0.022460576556	0.283298382414	0.661858005365
a31	0.0687987062863	0.0179628425784	0.0138957926245	0.0391281723938	0.0203115960963	0.00764281727797	0.00614069381695	0.046551632852	0.285138854138	0.494428921788
a37	0.0936480114288	0.0387161608595	0.0348518808748	0.0661168607979	0.0432477653654	0.00981937375932	0.00764026330565	0.0535736079507	0.259490708046	0.392895410596
a31	0.0728952598096	0.0491615186198	0.0377357676249	0.0873474935993	0.0537876417885	0.0109420335864	0.0102366248019	0.0652605116502	0.252164552682	0.360468630199
a41	0.0630986914699	0.0417289305399	0.0713317065416	0.0897216991998	0.0835245572628	0.0179290851955	0.013322191934	0.0740042338834	0.239181200894	0.306157720066
a31	0.0377962353566	0.0505870628466	0.0864933731805	0.166790661067	0.113361952421	0.0219664190652	0.0166362606447	0.0658069479611	0.201408666965	0.239152444689
a3	0.0294281171189	0.0542492169489	0.161530475393	0.202442300356	0.124103820807	0.0320130356884	0.0205638088816	0.0667475613204	0.147323928988	0.161597752896
a31	0.0238164857063	0.082960344983	0.197748581798	0.202183223452	0.128133906936	0.0400205482295	0.0259201829605	0.0595124971068	0.117136849663	0.122567380965
a23	0.0230074084688	0.0926089289943	0.225662033933	0.237673567817	0.132438985645	0.0419325140765	0.0300724263202	0.0547798903689	0.0801197538877	0.081704505655
a29	0.0449138480563	0.128132506998	0.250316471311	0.237265282606	0.132278061882	0.0381899860255	0.0236296361067	0.0392168744563	0.0528468386292	0.0532104805517
a46	0.0629088280188	0.146231096666	0.173046407104	0.293896804202	0.164975107294	0.0327911143418	0.0230145450356	0.0308306524854	0.0359824628764	0.0363229518506
a23	0.0464545246729	0.068042181222	0.170404349035	0.299279951401	0.246240845765	0.0441517221139	0.0276988246785	0.0311995104951	0.0331060809588	0.0334220179502
</S>	0.0431593973364	0.045347922611	0.174314494518	0.279594985701	0.284570957882	0.049326147057	0.0286939603393	0.0308650347476	0.0319189554794	0.0322081674751
