 	era	molto	stanco	</S>
a46	0.00977421825	0.003628469635	0.059578553	0.9270188
a8	0.00880873968333	0.003528402345	0.027279641	0.960383246667
a37	0.235562824994	0.0690421218483	0.0183600866667	0.677034998889
a31	0.393884704998	0.149145753949	0.102097797222	0.35487176963
a0	0.219278326666	0.11263653765	0.157618402407	0.510466756543
a20	0.116324763889	0.208914178883	0.127782547469	0.546978528848
a31	0.0978662962963	0.413818426294	0.154806059156	0.333509216283
a39	0.0611611354321	0.337906368765	0.295025539719	0.305906968761
a41	0.0325464368107	0.253298139588	0.380635206573	0.33352022292
a31	0.0207701909369	0.427837803196	0.293918638858	0.257473370973
a28	0.0185809346456	0.385379680399	0.341356709619	0.254682700324
a11	0.0171832018819	0.234602516133	0.41458977654	0.333624523441
a20	0.020538300294	0.261021972044	0.361906005513	0.356533711147
a31	0.0424640037647	0.287930357348	0.327658441838	0.341947140382
a11	0.0636367332549	0.268912505783	0.329267623946	0.338183073461
</S>	0.0672831866275	0.233749017892	0.348607526973	0.350360211731
