 	pure	che	ti	vedo	una	volta	non	ti	dimentico	mai	</S>
a31	0.0367269224235	0.05837123495	0.05112372225	0.010975818175	0.00632330763	0.0475803965	0.0198661475	0.0155829815	0.505908375	0.11504723582	0.13249385475
a10	0.0122533134511	0.0195136301527	0.019048153098	0.00370927088667	0.00244548583667	0.0654552098333	0.249931695833	0.0284908171667	0.514004548333	0.04013778272	0.04501005825
a31	0.00408548365946	0.00650608662523	0.00635425186333	0.00126413809589	0.00110921895222	0.127679989944	0.509727285278	0.0835699923889	0.226970840778	0.01640140314	0.0163312747833
a10	0.00137692575865	0.00219191313008	0.00215477802711	0.00071600644063	0.00196260045074	0.121977370981	0.432813655093	0.159795697463	0.230817121593	0.0251447557133	0.0210491647944
a28	0.000474997781317	0.000755189251693	0.000756094046037	0.00112959970021	0.00250060451691	0.0643319599937	0.256812150031	0.231929062488	0.380966430531	0.0327674639044	0.0275764272648
a10	0.000261006821539	0.000440433662231	0.000439364695679	0.00230595146674	0.00200417773897	0.0296742561646	0.140172538344	0.230222200829	0.445166620177	0.108580013968	0.0407334034216
a21	0.00298985936385	0.00268358514074	0.000885457131893	0.0164421998222	0.00888749477966	0.0198699905549	0.093211619448	0.193942660276	0.379140200059	0.189291877989	0.0926550211405
a38	0.0486302087879	0.0452585337136	0.00930011554396	0.0304810856074	0.0188812919266	0.0170696215183	0.069126885816	0.143614400092	0.22339017902	0.22499510933	0.169252517047
a41	0.105848342929	0.104419534571	0.031934285848	0.0299259708691	0.0245348359755	0.0141194181728	0.034452610272	0.069069552364	0.09345178234	0.271178079777	0.221065545682
a31	0.10787187431	0.106345474857	0.0404350812827	0.0257526809564	0.0260600483252	0.0101477152243	0.0177693985907	0.0497468231213	0.0570503824467	0.350960763259	0.207859745227
a18	0.130827041437	0.128031628286	0.0402834097609	0.0283462916521	0.0342141241084	0.0100306112414	0.0161725390302	0.0479832300404	0.0506059288156	0.333260267753	0.180244921742
a31	0.172330743812	0.164451236095	0.0463195832536	0.0348213125507	0.0490411707028	0.0102962361805	0.0170822600101	0.0507213923468	0.0469968976052	0.254844415918	0.153094730581
a21	0.144795031271	0.149909955365	0.0516715910845	0.0403736555169	0.0726208789009	0.0302761514935	0.0303936470034	0.0492011447823	0.0422108692017	0.227706058639	0.160841000194
a31	0.12799210709	0.150406061788	0.0590247773615	0.0536363051723	0.116006059634	0.0394352991645	0.0423934556678	0.0545162789274	0.0429041670672	0.163245339546	0.150440160065
a18	0.113039775697	0.142414360596	0.0704121007872	0.0805144983908	0.182390306545	0.0832599603882	0.0513696602226	0.0534363513091	0.0381729480224	0.0986484645153	0.086341591355
a17	0.084780431899	0.137909843532	0.128669470262	0.111863032797	0.176716248848	0.131538710129	0.0543242617409	0.034433622103	0.0212007946741	0.0590389501718	0.0595246211183
a20	0.0856083739663	0.150126481177	0.156335040087	0.146539250932	0.181279749616	0.0956354207097	0.0434058179136	0.030079760701	0.0138617282247	0.0490993707239	0.0480289830394
a3	0.0799889413221	0.141471477059	0.134378690029	0.171488516977	0.248550406539	0.0641240859032	0.0422410523045	0.0320583162337	0.0141325344082	0.036890548908	0.0346754036798
a35	0.0831629524407	0.14749789902	0.151725083343	0.164620025659	0.248241835513	0.0574444053011	0.0375887661015	0.0317244800779	0.0166471708027	0.0318069139693	0.0295404018933
a37	0.100153584147	0.167029919673	0.145087547781	0.159306348553	0.253049635171	0.044697481767	0.0300025123672	0.028675725026	0.0192532129342	0.0271927216564	0.0255512696311
a38	0.115931689382	0.179437129891	0.119508122594	0.162290692851	0.27900799839	0.0311987149223	0.0251704157891	0.0249210870087	0.0190880673114	0.0222491438855	0.0211969455437
a31	0.126644246461	0.163125699964	0.097742858198	0.13577272895	0.24490533613	0.0256121676408	0.037158716263	0.0439968896696	0.0411995221038	0.0426942032952	0.0411476265146
a37	0.11269120082	0.135774123321	0.097333500066	0.118180934317	0.250117282043	0.0251734225469	0.0464834620877	0.0556967782232	0.0529870787013	0.0541780277651	0.0513842028382
a21	0.100397305607	0.14130572444	0.136969203355	0.118903558106	0.294655217348	0.028661602849	0.0360383970292	0.0387502700744	0.0347921309004	0.0359958699217	0.0335307299461
a31	0.112005410202	0.14032340148	0.126714204452	0.104960172702	0.245347325783	0.0300765209497	0.0453141386764	0.0503353856915	0.0486852703001	0.0489814473072	0.047256714982
a29	0.102301861734	0.124874103827	0.120919128151	0.0995458409007	0.241238128594	0.0308741236499	0.0525754295588	0.0585878902305	0.0573166091	0.0570504464357	0.054716430994
a31	0.102843467245	0.120905837942	0.128707009384	0.0957117119669	0.239812629531	0.03611938655	0.0536749118529	0.0573982634102	0.0560388353667	0.0555455994786	0.0532423363313
a33	0.101617077748	0.115374299314	0.150369426461	0.133734322322	0.172389069844	0.0641432871833	0.0534908502843	0.0542144288034	0.0508793757889	0.0525557228262	0.0512321354438
a20	0.0946619492493	0.118637526438	0.187261552154	0.141111637441	0.182973119948	0.0705092457278	0.0440955927614	0.0424389756011	0.038372414263	0.0404977262754	0.0394402538146
a31	0.103084604416	0.118590005479	0.163645617385	0.0965181158137	0.193194603316	0.0554312749093	0.0544714559205	0.055015734867	0.053851756421	0.0537320877585	0.0524647299382
</S>	0.103057462208	0.11246144774	0.140674718693	0.0887369829069	0.172541776658	0.0565636244546	0.0646999029602	0.0662050244335	0.0658273632105	0.0652564938793	0.0639751799691
