 	sono	stato	sempre	poveretti	</S>
a20	0.179127691125	0.081003495	0.514709825	0.15463177922	0.070527141825
a4	0.0893468357917	0.135269198333	0.682151295	0.0685395925533	0.0246930181583
a31	0.132541859931	0.291397176111	0.523042331667	0.0428248231844	0.0101937527194
a38	0.209682929977	0.396155652037	0.355446817222	0.0311934033948	0.0075211422398
a31	0.214788733326	0.423616050679	0.300873279074	0.0433191654649	0.0174027707466
a7	0.149120241109	0.34518838356	0.257042779691	0.122383672822	0.126264959249
a31	0.0932934980363	0.20224376452	0.19158897323	0.162573514274	0.350300266416
a21	0.0500360246688	0.116026144507	0.0999416520767	0.0898462100913	0.644149968805
a20	0.0203546065463	0.051219412169	0.0422989353589	0.0373760810304	0.848750956268
a8	0.0409500395154	0.0588825633897	0.0279069777863	0.0524733260101	0.819787065423
a31	0.0496209841718	0.0780258194632	0.0988581082621	0.127049502003	0.646445555141
a33	0.0399160267239	0.104719216488	0.124047002087	0.141050774001	0.590266971714
a20	0.037704944908	0.150365588829	0.143528023362	0.106888391334	0.561513050571
a31	0.0208473259693	0.155811796276	0.247728411121	0.133511223778	0.442101236857
a7	0.0332467946564	0.147870068759	0.224066690374	0.157319061259	0.437497388952
a31	0.0426918555521	0.163884909586	0.192058423458	0.184559163753	0.416805646317
a11	0.168666279184	0.153300879862	0.163657675486	0.190851944584	0.323523242106
a31	0.236545056395	0.163373509954	0.147252592829	0.180600748195	0.272228154035
a13	0.341511848798	0.154044836651	0.134375943276	0.159565579398	0.210501888012
a18	0.440008316266	0.149585132217	0.110751586759	0.135608443133	0.164046599337
a31	0.294417455422	0.192116047406	0.163809502253	0.165285224378	0.184371803112
</S>	0.223853652711	0.202346858703	0.188697341126	0.184214747189	0.200887436556
