 	non	ha	da	mangiare	</S>
a31	0.0302180845	0.025190494	0.434390105	0.126507146	0.38369413
a20	0.0336914878333	0.017051186	0.497615538333	0.0565568613333	0.395084923333
a31	0.0421946676111	0.0205937323333	0.302133406111	0.0371690657778	0.597909127778
a41	0.0302158680537	0.0206721751111	0.115265666704	0.0376985152593	0.796147742593
a10	0.0131553345346	0.0433839683704	0.0616177452347	0.0658423950864	0.816000527531
a31	0.0488430225115	0.19692976279	0.0470730167449	0.0728206393621	0.63433353251
a15	0.0590099492372	0.27257496093	0.217183328915	0.0496922607874	0.40153949417
a31	0.0793278401457	0.22104720031	0.353284359638	0.0422202169291	0.304120424723
a39	0.0871249291486	0.235366180103	0.365238419879	0.0421825729764	0.270087934908
a37	0.0693598188162	0.265601850034	0.367833506626	0.0439518516588	0.253253011636
</S>	0.0918629694081	0.281208535017	0.318209403313	0.0484712108294	0.260247945818
