 	tu	le	hai	cucinati	le	verdure	</S>
a46	0.043278291629	0.267311183755	0.071945958	0.3690843675	0.124010705	0.0333783952	0.0909910948
a8	0.0145551729423	0.0909062294217	0.144860781333	0.517628515833	0.179370501667	0.0137491100667	0.0389296951333
a20	0.0237081442941	0.0888139954739	0.246327193778	0.441139121944	0.156694057222	0.00707736922223	0.0362401440444
a8	0.0299913094314	0.119765968491	0.213670055926	0.300095253981	0.0888172157407	0.179802120741	0.0678581000148
a31	0.0138052973438	0.0772660461637	0.134593661642	0.170132067994	0.0460917359136	0.466109956914	0.0920012313383
a37	0.00558637034793	0.0399624987212	0.121021135547	0.104896866998	0.0222770956379	0.620683352305	0.0855726704461
a10	0.00266908742931	0.0294019379071	0.117341405182	0.0668615099993	0.0127465942126	0.700392267435	0.0705872021487
a31	0.00128962236977	0.018260023969	0.095088998394	0.0439796989998	0.00971206273753	0.772065039145	0.0596045817162
a21	0.000593193883257	0.0102329707563	0.0874366194647	0.0433101963333	0.0242604345792	0.779346929715	0.0548196759054
a31	0.00535883910775	0.0583853166854	0.0752831064882	0.0433046697778	0.0734222065264	0.683997546572	0.0602483113018
a10	0.00794773673592	0.100160786895	0.0736221821627	0.0813945432593	0.161406712175	0.502270548857	0.0731974787673
a17	0.00535689907864	0.0917946752983	0.121971830721	0.175409017753	0.197495864058	0.319768719619	0.0882030129224
a20	0.0258903331595	0.149583370099	0.133759813574	0.200216245918	0.169893861353	0.21262011654	0.108036280974
a31	0.0737747057198	0.1617150817	0.105516191191	0.166468148639	0.169196793784	0.183647018847	0.139682056991
a39	0.0932339219066	0.212389052233	0.116344130397	0.15305370288	0.146093027928	0.150264416282	0.128621735664
a31	0.189772560636	0.260394927411	0.120316392132	0.13090784896	0.102642750976	0.102131792094	0.093833711888
a8	0.269944470212	0.278741025804	0.113157846044	0.112006320987	0.0788349196587	0.0751711773647	0.072144279296
a39	0.335195453404	0.313602641935	0.0986299630147	0.091937049329	0.0596496655529	0.0512050757882	0.049780174432
a8	0.398444247801	0.336091103978	0.0694830553382	0.0652958101097	0.0476159355176	0.0418979552627	0.0411718858107
</S>	0.3723523989	0.389490976989	0.0644415776691	0.0595986070548	0.0424182962588	0.0361599126314	0.0355382504053
