 	vengono	vestiti	dai	genitori	</S>
a31	0.0004020576855	0.152359674043	0.01013390095	0.195812015	0.641292335
a46	0.000140514487267	0.0507883887129	0.00346838935667	0.176885268333	0.768717408333
a18	0.00202839653086	0.0180124505079	0.0303000515256	0.312732166111	0.636926909444
a31	0.00318845294362	0.0070930964533	0.0396547814752	0.57369044537	0.376373206481
a11	0.00171338958787	0.00269520208843	0.0717316181251	0.55940788179	0.364451905494
a31	0.0198872156026	0.00143905574948	0.087306879375	0.536425837263	0.354941008498
a39	0.0261968100342	0.00674716638316	0.180805789792	0.486570579088	0.299679646166
a31	0.0708173715114	0.0639053081277	0.254360796597	0.345560176363	0.265356372055
a35	0.0855666704038	0.105774452709	0.282938638866	0.299612558788	0.226107704018
a31	0.0375572443679	0.126605414236	0.306660899622	0.236595576263	0.292580864673
a18	0.021833115656	0.161547294745	0.300282723207	0.183405232088	0.332931614891
a0	0.0121048044187	0.291074144915	0.315395544402	0.142638197363	0.238787288297
a31	0.0114706558062	0.345710801638	0.264398214801	0.106588763788	0.271831536099
a37	0.0131110662687	0.362317343879	0.238683808267	0.0834430002627	0.302444725366
a20	0.0283604154229	0.453141404626	0.218398532756	0.0676765490876	0.232423081789
a31	0.031413268141	0.391211341542	0.235517290919	0.0828375010292	0.259020607263
a41	0.0684773183803	0.348025920514	0.228601146973	0.10410085701	0.250794772421
a20	0.122660406127	0.351145156838	0.201852592324	0.112614917337	0.211726940807
a31	0.0981710543757	0.309149275613	0.225899077441	0.129837100779	0.236943480269
a20	0.192738953792	0.260476315204	0.203566059147	0.130654998926	0.212563675423
a39	0.342124251264	0.217095175068	0.156376036382	0.123365614975	0.161038930474
a46	0.389835960421	0.192831215023	0.144223935461	0.126122304992	0.146986586825
a41	0.328660926807	0.205830125008	0.162162938487	0.137092188331	0.166253835608
</S>	0.242505858403	0.225865637504	0.187572209243	0.150511024165	0.193545297804
