 	nella	pasta	metti	sale	vuole	il	sale	</S>
a28	0.24771872165	0.1977927472	0.00323975195	0.0033750986	0.0884240942	0.1134542535	0.1315296205	0.21446573
a31	0.0827627730233	0.0673735098	0.00360868841667	0.009245687	0.1023611524	0.1141545355	0.183382846833	0.437110816667
a7	0.0276138097388	0.0230474977433	0.00345027809056	0.0100201528767	0.0528259428	0.0573038785	0.142662952278	0.683075505556
a46	0.00932303850393	0.0104031404578	0.00139913752519	0.0040090547689	0.0359813529333	0.160743795167	0.158970967426	0.619169518519
a10	0.00341738226798	0.0068449757526	0.00111286708506	0.00268907942297	0.0409376096444	0.332392841722	0.275282962475	0.337322259506
a14	0.00147383360933	0.00408078885087	0.00209860546169	0.013068924041	0.0809174908815	0.392135330574	0.332840804158	0.173384189835
a31	0.00079530986311	0.00453084781696	0.00638151088723	0.021249720347	0.0979063789605	0.429873650191	0.307350558053	0.131911996612
a0	0.00043946446837	0.00381615217232	0.00764347289574	0.0156246701157	0.0826060603202	0.381389700064	0.347498132684	0.160982365537
a20	0.000350153283457	0.00969281175744	0.0112096782319	0.0148285750386	0.107229648773	0.280047840021	0.415167237561	0.161474098512
a31	0.00650723671449	0.0248974562525	0.0204690020773	0.0180459603462	0.131451059591	0.31928868334	0.37803746252	0.101303162837
a10	0.00845100822816	0.0269757434175	0.0278929186924	0.0236408661154	0.148066799864	0.301018654447	0.358580197507	0.105373807612
a0	0.00303008260605	0.0194577221392	0.105394708897	0.0736438027051	0.168315393288	0.195616239816	0.324885535836	0.109656518204
a18	0.00758687774202	0.0739239070464	0.196380769632	0.153493540902	0.168420641096	0.128791469605	0.197887188612	0.0735156267347
a17	0.0131959902473	0.138826182349	0.239253329877	0.209829446967	0.142686992365	0.085591755535	0.110389512871	0.0602267872449
a8	0.0203834414158	0.171965620783	0.258091489959	0.230022535656	0.131104196122	0.0647389695117	0.072194461957	0.0514992670816
</S>	0.0278390392079	0.196598885392	0.25140650498	0.228578647828	0.136028563061	0.0580179847559	0.0567421824785	0.0447881805408
