 	non	ci	dimentichiamo	mai	</S>
a31	0.00102933755	0.00773099155	0.224155985	0.447730035	0.319353715
a20	0.00441547791667	0.03341278885	0.258483245	0.368005491667	0.335683011667
a31	0.0178491046389	0.20520848295	0.244943968333	0.255799133889	0.276199297222
a11	0.0187870781296	0.240788471317	0.166002679444	0.34097292463	0.233448825741
a20	0.00664569665987	0.098654921439	0.150292788148	0.418371731543	0.32603483858
a31	0.00291533251996	0.114621821146	0.183312787716	0.388137657181	0.31101236286
a11	0.00175981160665	0.155619193715	0.316906405905	0.308470535727	0.217243994287
a31	0.00462629736888	0.144446024572	0.404428405302	0.264749931909	0.181749331429
a18	0.00569527895629	0.114786721524	0.407381965101	0.27355960397	0.198576437143
a42	0.0334690904854	0.118108363841	0.3663813917	0.26305939799	0.218981735714
a31	0.0527472171618	0.165984184614	0.305665100567	0.25012496933	0.225478518571
a18	0.197187859387	0.167954978205	0.233204762189	0.208040316443	0.193612079524
a31	0.296990256462	0.165750609402	0.18779922273	0.177571002148	0.171888893175
a39	0.384202655487	0.148410899801	0.159547957577	0.155149984049	0.152688501058
a31	0.425373088496	0.1399763566	0.146649562526	0.14448300135	0.143517993686
a20	0.436453266165	0.1415489122	0.141899727509	0.140334685117	0.139763391229
a39	0.496095755388	0.128851080733	0.126068292503	0.124620046372	0.12436481041
a31	0.363235541796	0.160981153578	0.159297707501	0.158373638791	0.158111966803
a14	0.363675370599	0.161084321193	0.159112065834	0.15819605293	0.157932178934
a46	0.4495303402	0.140602093731	0.137418861945	0.136301850977	0.136146832978
a20	0.395583306733	0.153460574577	0.151073947315	0.150055140326	0.149827044326
a31	0.281140608911	0.180700301526	0.180079495772	0.179261310109	0.178818304775
</S>	0.226090199456	0.193494050763	0.194100927886	0.193427590054	0.192887242387
