 	lo	sentii	che	arrivò	</S>
a11	0.0321753339	0.03477588125	0.0899937151	0.00331848475	0.83973662
a31	0.0315668367333	0.0349024156833	0.0899710467133	0.00298859652667	0.84057112
a28	0.0130247815444	0.0122503867511	0.0302136401644	0.00137017258556	0.94314103
a37	0.0490583833815	0.0175538061737	0.0140394296348	0.00119326566185	0.91815515
a20	0.164959297794	0.0713569030579	0.0190286765449	0.00184529712062	0.742809846667
a31	0.376539095931	0.129970117686	0.0421672841816	0.00463056294021	0.446692892222
a1	0.354172033644	0.101897307895	0.0422801650605	0.0065665885134	0.495083860741
a0	0.143667627548	0.0451943682983	0.0227946743535	0.00755354170447	0.78078980358
a17	0.0844569471827	0.0529360697661	0.109150299118	0.0258124355682	0.72764425786
a31	0.153751205728	0.072665419922	0.225711119706	0.0450468601894	0.50282539262
a0	0.164965518576	0.081393009974	0.215585043235	0.0649257050631	0.473130730873
a46	0.0845873595253	0.134695329991	0.194070154412	0.094239625021	0.492407516958
a31	0.0812297731751	0.136818509997	0.249062191471	0.116380175007	0.416509345653
a18	0.0745821210584	0.148600006666	0.262993447157	0.134720155002	0.379104291884
a31	0.0594739503528	0.169002078889	0.246542732386	0.170158801667	0.354822447295
a39	0.0901890301176	0.220757096296	0.202685217462	0.176598077222	0.309770589098
a31	0.114388221706	0.268862738765	0.173444795821	0.175157042407	0.268147239699
a46	0.175855798902	0.300455819588	0.150149325274	0.156556172469	0.216982908566
</S>	0.241014219451	0.368765284794	0.103627027637	0.118461283734	0.168132182283
