 	Marika	tu	hai	mangiato	</S>
a8	0.305269622133	0.0922502805	0.504118035	0.0533873115	0.044974794
a31	0.104932173467	0.197000973833	0.613522771667	0.0390133087667	0.0455307936667
a24	0.0418428028223	0.440956471278	0.420460737222	0.0291356968556	0.0676043095556
a31	0.0209578606074	0.387366923759	0.471845245741	0.0520067322852	0.0678232798519
a28	0.0115262164691	0.207668024586	0.52252720858	0.116250420762	0.142028149951
a31	0.00667052242303	0.131200458195	0.351161966193	0.136341701587	0.374625333317
a3	0.00408783847434	0.0604251417317	0.227312068731	0.159857955196	0.548316977772
a18	0.00349248315811	0.0525281215772	0.252650506244	0.230538741732	0.460790112591
a31	0.0196739870527	0.0770577725257	0.288761032081	0.299471213911	0.31503594753
a23	0.0278185556842	0.137133597509	0.32439328736	0.278620384637	0.232034169177
a31	0.0327100472281	0.14111152317	0.353228475787	0.266148741546	0.206801229726
a20	0.049962101076	0.23017785839	0.274599085262	0.255857923849	0.189403061575
</S>	0.055334590538	0.368740129195	0.236238992631	0.188338876925	0.151347468288
