 	sicuramente	stanno	ancora	svegli	</S>
s	0.99749786	0.0022203655	0.00026303536	1.8559615e-05	2.1893588e-07
i	0.994802	0.005168508	2.5541316e-05	3.5666623e-08	4.035154e-06
k	0.99041605	0.009158164	0.00042551238	1.953297e-07	3.9676973e-10
u	0.99292153	0.007007845	3.931427e-06	6.1623905e-07	6.614579e-05
r	0.8984611	0.09324241	0.008284708	1.1709019e-05	7.024677e-08
a	0.83934176	0.15755127	0.00011583257	2.9349956e-06	0.0029882176
m	0.47054455	0.5083368	0.020801328	0.00028981644	2.7479047e-05
è	0.88133526	0.08833822	2.3142524e-05	9.482553e-07	0.03030249
n	0.78929913	0.20982921	0.00068189745	9.4027295e-05	9.581756e-05
t	0.74852407	0.24265452	0.00019294738	1.6041713e-06	0.008626977
e	0.54076	0.44206184	0.006075412	0.00021044523	0.010892258
s	0.07776248	0.335047	0.5614236	0.017144093	0.008622882
t	0.6824777	0.29288507	0.0075852554	3.4015848e-06	0.017048614
è	0.030779993	0.50444984	0.42674556	0.024036445	0.013988188
o	0.03326438	0.21840659	0.6250584	0.03648176	0.086788855
n	0.0024959687	0.01104342	0.94183546	0.043745846	0.00087939703
e	0.042252857	0.09580608	0.85354346	0.00458196	0.003815759
a	0.0005061714	0.0033262158	0.4659355	0.4914868	0.03874532
n	0.0042188023	0.0062299813	0.8264908	0.15542117	0.007639246
k	0.027449058	0.021513706	0.642371	0.052962467	0.2557038
ò	0.0011669942	0.00084784767	0.050623655	0.8655432	0.081818305
r	8.854613e-05	0.000125232	0.020943364	0.6434243	0.33541858
a	0.044921663	0.010870657	0.044428825	0.77102953	0.12874931
a	0.0020341405	0.00073965604	0.0008392131	0.9415684	0.054818556
t	0.10905516	0.033658374	0.017099239	0.5815449	0.2586424
s	0.31561664	0.06601331	0.0064304573	0.014780466	0.5971591
ù	0.0013677751	0.00085431506	0.0029701637	0.5045923	0.49021542
n	0.00024344151	0.00014481955	0.0002947885	0.034062143	0.96525484
n	0.00055545074	3.1324555e-05	4.8830203e-05	0.0028404193	0.9965239
i	0.00019651692	0.00014526403	0.000983948	0.090182	0.90849227
t	0.023874441	0.011934275	0.012628446	0.45229933	0.49926353
i	0.0006152689	2.3489773e-05	3.581653e-05	0.0025116608	0.9968137
</S>	0.00047947952	2.1764978e-05	6.055642e-05	0.008073417	0.99136484
