 	vestito	il	mio	fratello	lo	avevo	portato	fuori	con	me	</S>
n	0.9770462	0.02208612	0.0006043107	1.1150434e-05	0.00024380458	6.5587606e-06	1.928949e-06	3.5553633e-09	2.9199232e-10	6.524112e-10	2.912781e-10
d	0.9718736	0.02694304	0.0011775398	1.7501722e-07	5.6405243e-06	1.0250061e-08	9.238965e-10	4.101514e-12	2.7274057e-13	8.3212956e-13	1.6900361e-12
ì	0.53979284	0.007261559	0.45170403	0.0011858171	2.048959e-05	3.3358458e-05	6.2772205e-07	1.676464e-08	1.4295998e-08	4.243918e-07	9.00151e-07
s	0.92011327	0.06979824	0.0097823255	0.00028754812	1.0045924e-05	8.548882e-06	1.4581792e-08	3.6975587e-09	6.8528634e-11	1.7584377e-11	1.5495613e-12
o	0.29872304	0.5906795	0.10900019	0.0014521474	0.00012553566	1.629599e-05	2.506064e-06	5.4786237e-10	3.3734285e-10	2.4289752e-09	7.5364034e-07
n	0.0922766	0.889246	0.018435078	8.652232e-06	3.3600892e-05	7.5822655e-09	1.6861833e-11	9.36375e-11	5.0331466e-12	2.6490951e-13	1.3892853e-15
t	0.047383077	0.24562222	0.7023827	0.004258032	0.0002830548	6.903559e-05	1.7217806e-06	2.409444e-09	9.401171e-10	3.3546255e-09	6.0483394e-08
a	0.21435508	0.5944675	0.17823325	0.010288143	0.002626299	2.9713467e-05	1.4698904e-08	6.30179e-09	1.9702666e-10	2.5368922e-11	3.6080448e-11
o	0.023254028	0.2994493	0.66334504	0.009808251	0.0041407812	2.5035927e-06	8.155889e-09	5.151201e-08	4.4206336e-09	2.339813e-10	3.4281553e-12
n	0.00052430853	0.0027229812	0.904808	0.0881522	0.0025237615	0.0012651945	2.701708e-06	8.2580186e-07	1.1847874e-08	1.0819572e-08	2.6765892e-11
a	0.0014047079	0.004000246	0.1972551	0.7673711	0.0045369077	0.024547119	0.0008498484	2.7261895e-06	7.0517444e-07	2.3096347e-06	2.914293e-05
d	0.0019574559	0.00902434	0.7033531	0.2159415	0.06679818	0.002898953	8.918641e-06	1.6474236e-05	8.488693e-07	2.2338243e-07	3.8130565e-10
e	0.00030252486	0.00052270736	0.011230021	0.9678936	0.0007404229	0.01916231	0.00010118616	3.296408e-06	6.586456e-07	2.072636e-06	4.1216284e-05
r	0.005273585	0.015842764	0.2471504	0.43206707	0.28732067	0.011794566	0.00029003556	0.00024023223	1.7625676e-05	3.0025592e-06	8.773629e-08
f	0.0005860718	0.0005552199	0.004785797	0.95438945	0.00021630296	0.038525973	0.0008144289	2.6565442e-05	1.4777304e-06	2.2081362e-05	7.665597e-05
ò	0.040791575	0.06643499	0.1338978	0.64103186	0.08147925	0.03381375	0.00016099561	0.0016514872	0.00045724958	0.0002732265	7.876742e-06
m	0.0006320642	0.0016266147	0.008113953	0.96942264	0.011451526	0.007852038	0.00086086575	3.747529e-05	1.6682587e-06	1.0304334e-06	1.2113695e-07
m	0.11366025	0.12610357	0.14826365	0.5684318	0.011535056	0.03175086	0.0001650744	4.736208e-05	2.945352e-06	5.5763e-06	3.3881126e-05
u	0.015352656	0.03123178	0.06329377	0.1722336	0.6608482	0.055615813	3.6957226e-05	0.0006686683	0.00036930258	0.0002220015	0.00012724011
o	0.0025082792	0.003498245	0.009950136	0.003319096	0.9599495	0.017955989	0.00019976597	0.0024470014	0.00015378646	2.1261467e-06	1.6118658e-05
n	0.0012513016	0.0013911448	0.010128963	0.008614493	0.41229576	0.4483097	0.06498866	0.051805817	0.001162016	5.2031122e-05	6.244731e-08
ì	0.0023996378	0.0026741163	0.014334854	0.07925733	0.026857413	0.7047946	0.16363218	0.0052373437	0.0002887203	0.00014291327	0.0003808924
c	3.7076302e-06	4.70876e-06	0.00013269502	0.011429261	0.005611766	0.6400187	0.33221248	0.0102286395	0.00022942068	0.00012769812	9.0538214e-07
h	0.0007113371	0.0006349178	0.0046663485	0.06442378	0.009151955	0.8116578	0.07176615	0.02158182	0.0020475334	0.012167344	0.0011911024
