 	guardando	le	nuvole	capisco	che	piove	</S>
k	0.9933869	0.005304699	0.0010037157	0.00030263682	1.975165e-06	3.8563358e-10	4.4357376e-10
a	0.97955084	0.009961913	0.008113419	0.0022681556	2.2577005e-05	5.6619074e-06	7.74847e-05
n	0.7071429	0.28971878	0.0028626875	0.00020887332	6.676501e-05	3.3247438e-10	2.9075917e-10
o	0.047587167	0.7785482	0.08762341	0.08551557	0.00033440147	1.1448941e-07	0.00039116002
n	0.029476967	0.96459585	0.0056756735	0.00015667106	9.503324e-05	4.5265205e-11	6.821083e-11
ò	0.013491598	0.6445331	0.117516845	0.22082026	0.002587687	4.223785e-08	0.0010504558
n	0.008274698	0.937011	0.052379146	0.002297358	3.7843212e-05	3.9353954e-12	1.2235238e-09
t	0.015852354	0.52636105	0.41287258	0.044771638	0.00010104487	6.0654815e-11	4.1355623e-05
a	0.011230415	0.4290909	0.53008825	0.027612923	0.0019738753	1.3152347e-09	3.699393e-06
t	0.022882352	0.22850694	0.7221777	0.024833206	0.0015981061	3.0550804e-10	1.7088832e-06
e	0.0017902555	0.051174533	0.5759654	0.3697281	0.0012004395	1.1840558e-08	0.00014124918
s	0.0011928609	0.035251472	0.30227697	0.6279887	0.033288896	4.705492e-08	1.0052978e-06
m	0.0005218536	0.0058006747	0.12258265	0.86324567	0.007172522	6.135289e-07	0.00067596923
à	0.022200858	0.050556358	0.48446676	0.40453717	0.03771644	7.485131e-06	0.0005148721
n	0.0016807194	0.028835267	0.3428866	0.52930844	0.08450543	0.009227967	0.0035555917
t	0.013570868	0.046926018	0.2847293	0.6124885	0.04054233	8.473833e-05	0.0016582577
e	0.011595135	0.032694265	0.16912156	0.6406334	0.058756575	0.0107586095	0.07644047
a	0.0075426865	0.009732755	0.015461393	0.1670629	0.7934244	0.0001812403	0.006594602
n	0.00023887347	0.00084146875	0.0013989521	0.1333441	0.8635195	0.00063058565	2.6598509e-05
o	0.0043139462	0.015902586	0.038844094	0.74489635	0.18588142	0.00033285512	0.009828745
ò	2.5858004e-05	7.503112e-05	0.00015881968	0.03970981	0.95511585	0.003616083	0.0012985796
k	0.0003344174	0.001279258	0.0010921407	0.11394868	0.8629276	0.0195418	0.0008761025
a	0.0044848705	0.012232444	0.028357772	0.30644232	0.31825098	0.21274169	0.11748993
v	0.00022708811	0.0002850842	0.00041923494	0.0060626953	0.2385457	0.648498	0.1059622
r	0.00027498504	0.0014591787	0.003392566	0.087191984	0.2606329	0.59882724	0.048221145
è	0.00016386094	0.00026243852	0.00059270853	0.002196912	0.015557648	0.96253866	0.018687831
c	0.00034178334	0.00052193925	0.00044097548	0.00067249645	0.0010921473	0.9911097	0.0058209873
h	0.004354785	0.021712434	0.07594028	0.26692113	0.5022632	0.11850477	0.010303378
i	0.0005210958	0.0012213319	0.003925649	0.009533616	0.067517206	0.20266348	0.71461767
</S>	0.0041324613	0.0039556026	0.00323632	0.0030706215	0.04880266	0.16414477	0.7726576
