 	non	mi	aspetti	non	vengo	</S>
m	0.10334709	0.89602005	0.00011254257	0.00044224274	7.804812e-05	2.2640773e-08
ì	0.0006389249	0.11887332	0.876727	0.003249959	0.0004370356	7.3642725e-05
m	0.0068328534	0.88771003	0.035150032	0.07025583	5.1067007e-05	2.9922887e-08
e	0.008888756	0.578082	0.3856237	0.02478615	0.0024769206	0.00014247143
m	0.062148064	0.91732854	0.009289679	0.011083316	0.00014905565	1.3290513e-06
ì	0.0011117627	0.040235937	0.7799252	0.019133953	0.15879782	0.0007953085
n	0.015361157	0.2854038	0.3550854	0.1906242	0.15281664	0.000708877
i	0.019015148	0.15011296	0.41340438	0.10336957	0.31100658	0.0030913134
e	0.009894812	0.02932426	0.00637578	0.93334144	0.020552265	0.00051138474
n	0.002022358	0.0022373318	0.02332899	0.93522656	0.037173294	1.142891e-05
è	0.00026139995	0.00080209604	0.04475608	0.021327887	0.9205453	0.012307265
r	0.00018001041	0.00019017258	0.020169796	0.62363493	0.35034567	0.0054794545
k	0.0042410353	0.0045836326	0.020630138	0.063333295	0.8706514	0.036560453
o	0.006938408	0.01562094	0.010535919	0.029304693	0.20199215	0.73560786
m	0.03263528	0.050832167	0.0020536	0.15058635	0.09914011	0.6647525
e	0.008070848	0.012485428	0.01775428	0.029441677	0.80588037	0.12636732
</S>	0.0015386064	0.0009402114	0.00027469327	0.026859371	0.3082715	0.66211563
