 	dovevo	comprare	pane	ogni	giorno	</S>
ì	0.883494	0.09269703	0.023773624	3.495831e-05	2.8470248e-07	1.406138e-08
c	0.9989967	0.0010029405	3.8193923e-07	2.600308e-09	2.2963225e-09	4.3940226e-11
h	0.99969816	0.00030045607	3.7088012e-07	2.4717065e-07	6.7249107e-07	1.6488512e-07
a	0.27214873	0.7176967	0.010149132	5.2408027e-06	1.8241244e-07	8.437509e-08
n	0.0018520983	0.9980527	9.5205236e-05	1.3029453e-08	4.3068438e-11	1.3172991e-11
a	0.16191024	0.81599104	0.02209132	6.5498243e-06	3.0776073e-07	6.165264e-07
v	0.010551058	0.9889731	0.00047483447	9.222778e-07	3.686503e-09	2.1313502e-10
o	0.0025828136	0.06767445	0.92255825	0.0011765605	0.002032834	0.003975172
r	0.006758403	0.98263323	0.009897263	0.0006347373	7.0923365e-05	5.396267e-06
à	0.13147786	0.6641387	0.09656834	0.08013601	0.02680888	0.00087014725
s	0.008750981	0.07214033	0.86744136	0.050022785	0.0014570203	0.00018759206
o	0.0070485943	0.024163814	0.95029885	0.0030167415	0.0025294942	0.012942502
t	0.0029046554	0.08127211	0.85296	0.061772425	0.00011155887	0.0009792476
s	0.004944967	0.0024031773	0.96609503	0.019065384	0.0029238507	0.004567502
o	0.00096623146	0.017587617	0.96352947	0.0143325105	0.00240762	0.0011765196
m	0.0010361149	0.0031919759	0.2058561	0.78599215	0.0019648604	0.001958834
ì	0.004013487	0.0084104445	0.515485	0.16778223	0.29249164	0.011817111
k	0.00039328885	0.0019868822	0.4030339	0.46570224	0.10341473	0.025468936
u	0.002789246	0.004878399	0.19357596	0.080665246	0.69675946	0.021331653
à	0.0011767336	0.003514899	0.031876083	0.548903	0.26103616	0.15349309
i	0.015613914	0.00271123	0.044336244	0.8767387	0.055534825	0.005065092
m	0.21585953	0.0014314062	0.0062454483	0.40681633	0.3565475	0.0130998
è	0.00020377217	0.00012554362	0.003646726	0.008745701	0.96975887	0.017519416
r	0.00038185302	0.00033224473	0.0030984243	0.06473183	0.82550067	0.10595497
i	0.00066721905	0.0008376344	0.0068755676	0.0039894474	0.7836361	0.20399408
</S>	0.00446153	0.0059232526	0.0017457304	0.008881134	0.020187492	0.95880085
