 	la	mia	mia	mamma	mio	padre	mia	mamma	e	mio	padre	eh	non	sono	stati	mai	in	Grecia	</S>
e	0.97641766	0.01741056	0.003542936	0.0023595055	0.00024565542	1.2160256e-06	3.7528878e-06	1.6446542e-05	1.14651016e-07	5.763122e-07	1.5083402e-09	1.1008592e-06	5.3603725e-07	3.777056e-08	1.2641672e-10	1.5100595e-08	5.287221e-11	1.4137089e-10	5.764614e-10
d	0.7638701	0.18508643	0.034048595	0.016657762	0.00033250087	6.193141e-08	1.6555254e-07	3.1771617e-07	3.0853586e-10	4.708008e-08	1.8689736e-11	3.923647e-06	7.639573e-09	1.247069e-09	5.5716183e-12	2.4637326e-09	4.46428e-10	1.7670947e-10	1.4585853e-10
i	0.073473014	0.7854441	0.12121706	0.018940791	0.00041793502	4.171356e-06	5.6508998e-06	7.1997765e-06	5.256732e-07	6.637012e-07	5.378221e-07	2.4026574e-05	4.900715e-07	9.596259e-07	3.6655738e-06	1.5218847e-05	9.9420795e-06	0.00032458993	0.00010945016
k	0.20090535	0.71721894	0.07614756	0.0055956715	0.00012861534	2.2961751e-06	4.6076602e-07	9.420006e-07	7.724396e-09	8.857082e-08	8.5269604e-11	7.2453666e-08	6.635315e-09	3.0748273e-09	1.9475166e-13	1.5269718e-08	1.7708057e-11	1.3585643e-13	1.01654775e-13
ì	0.012584695	0.6958226	0.2314951	0.058620308	0.0014687154	3.678079e-06	3.7790771e-06	1.1697481e-06	1.6132104e-08	1.4488361e-08	1.6367295e-10	8.903435e-10	9.744159e-10	1.7804967e-10	1.886983e-09	9.48702e-11	8.915755e-10	9.5672116e-11	3.2733144e-08
m	0.026479647	0.69970983	0.2705316	0.0032079564	6.688123e-05	2.4100684e-06	6.236346e-07	9.852603e-07	2.1461672e-08	3.8921335e-08	5.4933884e-11	3.138586e-08	2.4843748e-08	2.897461e-09	1.7397626e-13	1.1731971e-09	1.5598739e-12	1.0629353e-14	4.8258693e-14
m	0.039084643	0.41320923	0.4399078	0.10432725	0.0034205695	2.422054e-05	2.166069e-05	4.0689065e-06	1.7183307e-07	6.7267564e-08	1.1900382e-09	1.3053421e-09	1.2086178e-08	6.3134137e-10	9.289211e-10	1.5175128e-10	5.3139637e-10	9.128108e-12	2.6973646e-07
u	0.00206492	0.07587267	0.7958794	0.12383214	0.0020143534	0.00021832762	0.00011330122	2.5318402e-06	2.0950636e-06	2.2551266e-07	3.2755104e-08	1.2073987e-09	3.703253e-08	7.014947e-09	1.0503918e-09	2.6109452e-09	3.2872187e-09	1.019196e-12	1.0214414e-09
e	0.00677226	0.020275675	0.5160695	0.44973385	0.006821839	0.0003152514	1.1113519e-05	4.445666e-07	5.7417978e-08	3.4702897e-08	1.5203595e-09	5.0025565e-12	3.0129957e-10	5.958775e-11	6.36978e-11	2.3041494e-11	2.3360102e-11	9.557625e-16	1.0193435e-13
m	0.0028817933	0.012360614	0.18520296	0.71233916	0.08018942	0.0067056376	0.0002751378	4.2453765e-05	1.3382636e-06	1.0539724e-06	4.881852e-09	3.0468064e-07	8.801184e-08	1.0876364e-08	5.801589e-13	8.902226e-09	2.8857363e-11	1.7869283e-14	5.4032913e-14
à	0.009968732	0.044504847	0.1845435	0.5906898	0.1495217	0.014443979	0.0054695243	0.0007650201	7.48597e-05	1.3914291e-05	2.2686126e-07	3.3518187e-08	1.302856e-06	6.710165e-08	1.5859197e-08	7.2669373e-09	2.4499803e-08	1.7945107e-11	2.5045401e-06
n	0.0027397748	0.03160694	0.4243907	0.48909283	0.03857025	0.012433341	0.0009925929	0.00013833946	2.9971523e-05	3.9389965e-06	3.27481e-07	8.521225e-08	7.3754234e-07	1.3305325e-07	8.371524e-10	2.2271678e-08	4.0087356e-09	7.043014e-13	4.323598e-11
a	0.0069656223	0.025531132	0.15076052	0.5622675	0.17782964	0.06569996	0.0097272275	0.0009709048	0.00022132373	2.3032755e-05	9.92256e-07	2.1293456e-08	1.7542803e-06	1.9065364e-07	2.9553493e-09	2.4401615e-08	2.3248992e-08	5.9461274e-13	8.5215504e-08
m	0.0008318598	0.0013296474	0.012125539	0.25511375	0.3423575	0.34238565	0.04107562	0.0040436815	0.00068319007	4.5918965e-05	6.722775e-06	7.366327e-08	7.7861864e-07	1.0118776e-07	2.25672e-09	2.3941434e-08	6.4770656e-10	6.410781e-14	3.567785e-13
u	0.0036428703	0.008034951	0.030855572	0.2365721	0.36295474	0.22311845	0.11806692	0.013414153	0.0029265871	0.00038251842	1.2814071e-05	1.7044407e-07	1.2669469e-05	1.4705147e-06	1.0918577e-07	1.316001e-07	4.840815e-07	2.4474358e-11	3.200302e-06
o	0.00016833081	0.0003875892	0.004418633	0.1526706	0.33401412	0.44973856	0.05013678	0.00675076	0.0015252164	0.00014379818	4.0479146e-05	3.4504848e-07	3.933363e-06	6.458107e-07	6.665744e-08	1.10052355e-07	1.7266036e-08	1.3073003e-11	3.595412e-10
c	0.0004798352	0.0006921551	0.0026964066	0.04880997	0.21797653	0.4909297	0.15381558	0.07209107	0.011071741	0.0012119268	0.000101848884	4.6015637e-05	6.768261e-05	7.8406465e-06	4.054631e-09	1.6894313e-06	1.967792e-08	2.5659214e-12	1.6198449e-11
i	0.0026816924	0.0076319994	0.015029828	0.07039565	0.15877396	0.33412594	0.20698406	0.14003131	0.055334803	0.00740696	0.00044422035	1.3268233e-05	0.00080484885	9.309864e-05	2.6705493e-06	1.1496142e-05	1.7966355e-05	5.2748166e-09	0.0002162384
ù	0.00011450664	0.00016688988	0.00081623095	0.022346213	0.13997157	0.5055087	0.2102121	0.08657818	0.028749662	0.0036478236	0.001720033	2.1136782e-05	0.000109768596	2.5413652e-05	5.4937136e-06	5.4496927e-06	6.7273646e-07	4.373786e-09	9.600432e-08
r	0.00026404372	0.00054316904	0.001121046	0.013411262	0.06942948	0.48044825	0.14254852	0.22930603	0.05573552	0.00424566	0.000688768	0.0008201193	0.0012700476	0.0001534847	4.7604527e-08	1.3649408e-05	8.6401366e-07	1.9493104e-10	2.613832e-08
i	0.0009054961	0.0013874036	0.0026927986	0.010553747	0.04351562	0.13702995	0.3460741	0.20416862	0.21659552	0.02922576	0.006419591	3.7219084e-05	0.0010782711	0.00021846558	7.1373593e-06	2.6907845e-05	3.8553084e-05	3.5929817e-10	2.4899053e-05
m	3.9602743e-05	4.2107153e-05	0.00010825234	0.0012715781	0.010959254	0.06377675	0.18057916	0.33339188	0.26705086	0.08730487	0.049727157	0.0012562444	0.0033604018	0.00083570986	0.00013857018	0.00015232127	5.1428533e-06	9.4150945e-09	6.787698e-08
u	0.001363081	0.0018268048	0.0031245453	0.009825592	0.031987753	0.08030744	0.27495223	0.28685707	0.21650502	0.07881966	0.009888716	0.00015703059	0.00268045	0.0011907425	5.1079405e-05	0.00022871404	0.00020900155	2.1827312e-08	2.5161362e-05
e	3.4152414e-05	3.7902515e-05	9.7812714e-05	0.0010772393	0.010241687	0.066472605	0.18160628	0.3119049	0.2707835	0.089181446	0.06263466	0.0013275959	0.0030999011	0.0009390661	0.00036510924	0.00018401747	9.659063e-06	1.7446506e-07	2.2785773e-06
