 	se	vieni	ogni	giorno	a	casa	mia	compra	il	pane	</S>
a	0.97388893	0.0041897506	0.017549688	0.002313639	0.0019247587	5.192568e-05	7.729793e-05	3.8928924e-06	5.6484808e-08	2.2583928e-09	7.83237e-10
n	0.17202246	0.8225381	0.0037991614	0.0011521269	0.00035185303	2.330363e-06	1.2841578e-05	0.00012115053	6.6423635e-09	2.2570653e-08	4.0424036e-10
è	0.0010513986	0.00070338394	0.97524625	0.020515863	0.0021629632	0.000110935405	6.60581e-05	0.00014138201	8.9079526e-07	3.3147992e-07	6.840074e-07
r	0.0002928868	0.003360666	0.9810827	0.014749968	0.00050358026	3.4777452e-06	6.695351e-06	4.2162302e-08	2.4477345e-10	7.818675e-10	1.9509337e-11
k	0.00046331156	0.0014828063	0.9611115	0.034050226	0.0027489234	0.000108726366	3.4602745e-05	4.468295e-09	1.1780381e-09	1.2561935e-09	7.9601103e-10
e	0.006303351	0.023167523	0.67497736	0.23034778	0.060861707	0.0031552466	0.0011860974	9.058866e-07	1.24212445e-08	4.077516e-09	1.1536639e-10
s	0.00092247897	0.038938563	0.73616195	0.21604827	0.0077574365	0.00015644588	1.4804477e-05	2.595103e-08	1.2901369e-09	7.655243e-11	3.3516234e-13
e	7.65278e-05	0.00035822976	0.52648085	0.37940896	0.07307055	0.018165313	0.0024387944	2.7556114e-08	2.4239705e-07	1.0561425e-07	3.8506695e-07
k	0.00014419013	0.0192158	0.3464103	0.55411506	0.076473676	0.002916648	0.0007233631	9.2178664e-07	1.4581562e-08	1.0137293e-08	1.0892465e-11
a	6.959715e-05	0.0013328727	0.24914737	0.4310244	0.11340883	0.14219348	0.06272733	3.1501588e-07	4.203871e-06	6.4836415e-05	2.6722766e-05
i	0.0006176384	0.016193906	0.13224049	0.58867	0.22542116	0.028437309	0.008265581	0.00014096094	1.0795092e-05	2.0730588e-06	1.3931039e-07
m	0.00011643744	0.0050447453	0.11848456	0.3051792	0.4016127	0.09908703	0.06061148	0.009857357	1.906525e-06	4.565928e-06	7.682185e-09
è	0.00017029294	0.0014439598	0.0775377	0.19683865	0.13841967	0.39227283	0.19163035	8.347271e-06	2.1888141e-05	0.0014720581	0.00018420084
r	0.00014759919	0.0009030447	0.02882397	0.273562	0.47354895	0.20349717	0.01942381	6.7271045e-05	1.3341222e-05	1.1838462e-05	9.431548e-07
i	0.0002255472	0.0005096949	0.041365582	0.113174625	0.17915969	0.52796257	0.1362413	3.198438e-06	1.6863803e-05	0.0011981807	0.00014274755
è	0.00018474	0.00028953754	0.0051764227	0.024209252	0.24036941	0.323584	0.39859894	0.007270724	0.00031232368	3.9019e-06	7.297746e-07
s	5.976684e-05	0.00022224213	0.049815387	0.036325354	0.239268	0.39736798	0.2742845	0.0026365856	5.141011e-06	1.5007188e-05	5.981597e-08
s	0.0033181857	0.0019049478	0.16810645	0.06868224	0.16611615	0.3544002	0.23700441	2.124456e-05	4.45788e-05	0.0003533469	4.8307476e-05
u	0.00068709836	0.0009475662	0.00376645	0.017120082	0.15688066	0.46118984	0.343782	0.00040604794	0.008524124	0.005911308	0.0007847815
m	0.000792438	0.0012373008	0.0018575299	0.004684181	0.042957433	0.077435695	0.7676395	0.05026042	0.05207885	0.00092940603	0.00012715916
u	0.004381512	0.0042140647	0.015681926	0.02689763	0.09690257	0.25410149	0.56449986	0.0038855525	0.0032290856	0.02592437	0.00028198163
a	9.537274e-05	0.00019930575	0.000453416	0.0013852312	0.013185479	0.042786375	0.27247298	0.64559275	0.019610304	0.0032306304	0.0009881572
v	0.00014684684	0.0004954106	0.01024794	0.0034065002	0.014306623	0.035870865	0.29121202	0.6153727	0.01457753	0.014294597	6.894345e-05
ò	5.4826698e-05	0.00017784802	0.0024377243	0.0032537912	0.0047817603	0.041738708	0.083468564	0.000830388	0.0011832734	0.8518818	0.010191315
r	5.5947017e-05	9.700642e-05	0.0005077892	0.0006142747	0.0031981913	0.013017466	0.052772984	0.6994485	0.020086542	0.12357576	0.086625546
a	0.00018407262	0.00024014396	0.0013586346	0.0018825724	0.0036832646	0.014047687	0.025775576	0.00083157234	0.0078289	0.9077969	0.03637072
s	0.00033417717	0.00032111816	0.00079034694	0.00081771583	0.0017948877	0.0028778464	0.015003257	0.044962004	0.5237161	0.10627457	0.30310798
o	0.0015342126	0.0020265314	0.020005068	0.012973827	0.022608163	0.0826223	0.1565484	0.00039168223	0.010820621	0.6660504	0.024418807
t	7.492467e-05	0.000104047605	0.00039611588	0.00020247072	0.00047513036	0.00080681965	0.0062184855	0.042276144	0.43343812	0.3761981	0.13980965
o	0.000101470745	0.00015501093	0.0017215424	0.0010740423	0.0019549562	0.01011212	0.016729739	2.9278865e-05	0.008669607	0.92366743	0.035784822
t	4.020214e-06	7.3600913e-06	4.807578e-05	2.0380381e-05	6.323361e-05	0.00014870425	0.0012523538	0.011269326	0.17928733	0.5717564	0.23614281
s	2.6998514e-05	5.750111e-05	0.00085465703	0.00040794912	0.00064185524	0.0035259044	0.0065503707	4.0301933e-05	0.0028259133	0.9432202	0.041848417
o	3.6966238e-05	5.047739e-05	0.00016875904	0.00011864016	0.0003049043	0.0007566805	0.0028532243	0.015377668	0.021144925	0.54052854	0.4186593
m	8.5689266e-05	9.774652e-05	0.00024470527	0.00013461697	0.00021551938	0.00025371744	0.0012978922	0.0067824046	0.21077672	0.22790314	0.5522079
ì	0.00031395545	0.00034936256	0.00077931286	0.0006945777	0.0009383867	0.0015581851	0.0025467258	0.0002357334	0.007970379	0.96113485	0.023478447
</S>	3.5489866e-06	4.688278e-06	1.4060402e-05	1.1177775e-05	2.4255256e-05	5.736761e-05	0.00021124071	0.0066362224	0.013939161	0.30195856	0.6771397
