 	questo	muro	vuole	uno	specchio	</S>
c	0.99940646	1.0343757e-05	0.0005229082	5.931239e-05	9.619476e-07	1.9039905e-09
ì	0.44071433	0.55901647	0.00014876427	7.114382e-05	2.0627092e-05	2.8644055e-05
t	0.9891726	0.004548883	0.006207292	6.531911e-05	6.028716e-06	4.8472106e-09
t	0.9573419	0.032947924	0.009663514	4.4169476e-05	1.4873726e-06	9.63891e-07
o	0.9603017	3.877391e-05	0.036812853	0.0028465812	2.9997075e-08	3.836388e-10
t	0.95803463	0.003494165	0.03653277	0.0019378714	4.9242306e-07	5.9290233e-08
ì	0.10088507	0.83092433	0.067983545	0.00018443001	1.9508107e-05	3.0662138e-06
c	0.008598201	0.9551034	0.036021892	0.00022924718	4.7417998e-05	4.7341967e-08
h	0.026185112	0.70114017	0.26963204	0.002595174	0.0004240563	2.3408353e-05
o	0.12312732	0.044078346	0.8080703	0.023844292	0.00086219684	1.7665125e-05
t	0.0075066574	0.0007454884	0.9181001	0.07352674	8.763713e-05	3.342529e-05
è	0.0095428405	0.0008899136	0.9349872	0.052763008	0.0017708732	4.6184687e-05
l	0.00015606714	0.039464436	0.9332207	0.023560503	0.0035882916	9.929e-06
i	0.047619563	0.0031381208	0.854114	0.08779163	0.00646319	0.00087352644
è	0.0010762166	0.00011290216	0.096611425	0.8731096	0.017666122	0.011423803
n	0.00013731336	0.02283881	0.056961205	0.09484219	0.82482636	0.0003940883
a	0.015409688	0.006320658	0.31236735	0.2589991	0.39625895	0.010644274
n	0.000622329	8.895115e-05	0.008203025	0.6056023	0.15383317	0.23165023
j	0.0007804512	0.00050883414	0.036498506	0.23800012	0.6960938	0.028118309
a	0.0030320662	0.00034434142	0.020276383	0.17130652	0.13585316	0.66918755
l	0.0004696445	0.00015461385	0.0031804934	0.22550215	0.10942879	0.66126424
ì	0.009614161	0.020263162	0.05117032	0.057624105	0.7513461	0.10998223
</S>	2.9694911e-05	0.00074656593	0.0002668256	0.004763299	0.04459414	0.9495995
