 	voglio	che	Maria	venga	domani	</S>
i	0.99343586	0.006107931	1.8636843e-05	0.00034711932	9.029959e-05	2.0689984e-07
t	0.6772857	0.14129904	0.05111695	0.13012373	0.00017332261	1.3003256e-06
è	0.8070493	0.19029105	0.0008839445	5.8297897e-05	0.0014376777	0.00027972585
l	0.73097324	0.26313442	0.002723532	0.0027956858	0.00036765297	5.5106148e-06
o	0.76619923	0.23332646	1.1665488e-05	7.752659e-06	0.00014851756	0.00030635225
i	0.072289445	0.86221766	0.062067874	0.0033691812	5.2436022e-05	3.3841377e-06
M	0.01096459	0.3936575	0.56968594	0.017949102	0.007721354	2.1499052e-05
a	0.01259788	0.98015046	0.00010743062	5.6962734e-05	0.0034853178	0.0036019604
r	0.027229413	0.3418581	0.58802	0.025065893	0.003475988	0.014350658
ì	0.007414644	0.05554398	0.2633897	0.039990522	0.63311046	0.0005506453
a	0.019766707	0.21206915	0.046427537	0.017554779	0.6002263	0.103955545
n	0.13829648	0.51259625	0.033018656	0.28331566	0.031964704	0.0008083292
a	0.06762768	0.9113531	0.0001454073	0.0007453681	0.011193671	0.008934761
r	0.033094775	0.08127729	0.02987405	0.79579884	0.038356557	0.021598428
t	0.24666741	0.7282799	0.00013979297	0.0012816759	0.00514306	0.018488185
i	0.011662615	0.022749348	0.015876275	0.04086986	0.035313234	0.8735287
à	0.015542201	0.029891651	0.011185959	0.5753566	0.099546045	0.26847747
v	3.3503275e-05	4.110932e-05	0.0002524113	0.0075631663	0.9320562	0.060053647
v	0.0009387623	0.0046843872	0.00011957303	0.001206011	0.3894741	0.6035772
r	0.027720965	0.036244612	0.00072645675	0.00579102	0.8240085	0.10550833
i	0.004891757	0.0055761742	0.00013999308	0.002121247	0.7513713	0.23589943
</S>	0.017562525	0.013420307	0.0004093499	0.033255856	0.001963853	0.9333881
