 	che	sapeva	che	non	può	fare	il	bagno	</S>
k	0.9816232	0.015581345	0.0014009896	0.0013862174	5.1638513e-06	3.0058582e-06	1.17274716e-07	1.1074803e-09	3.1628936e-10
a	0.89720565	0.044760197	0.044436317	0.013559214	2.2082097e-05	9.56033e-06	2.6159482e-06	9.45616e-08	4.3713026e-06
ì	0.2172609	0.7491262	0.03197411	0.0015802135	4.8774375e-05	9.855659e-06	6.643183e-09	5.0195015e-10	3.1085086e-11
s	0.003650114	0.9792706	0.010742425	0.0062438822	8.0532e-05	1.244122e-05	8.576245e-10	2.0791759e-10	4.0526693e-10
s	0.22465777	0.6013038	0.16318958	0.010806327	3.0443487e-05	1.0822626e-05	2.5189408e-07	2.1268345e-09	1.0180951e-06
e	0.13709323	0.74433506	0.1131513	0.0053823506	8.318379e-06	2.855384e-05	1.1440898e-06	5.8092464e-10	1.5059555e-10
r	0.123386174	0.23774509	0.6371089	0.0017399167	1.4003166e-05	5.388445e-06	4.944873e-07	2.7597031e-09	2.1530246e-10
e	0.022856228	0.5543192	0.3706552	0.050584253	0.0009222508	0.0006556117	7.5576065e-07	2.1832203e-07	6.3116395e-06
k	0.0126465885	0.13730964	0.82785016	0.020387065	0.0014938901	0.000309405	3.2059947e-06	3.6592976e-08	6.7850356e-09
a	0.022285476	0.2748024	0.41025576	0.15844609	0.06241835	0.06663263	0.00014500065	0.00036355708	0.004650764
e	0.0089568775	0.04902735	0.8379394	0.08096442	0.020050613	0.0029580875	0.00010052539	2.097492e-06	6.25887e-07
s	0.0012892679	0.013623118	0.11621385	0.24794124	0.575325	0.045571346	3.5308643e-05	9.504855e-07	2.302641e-08
ò	0.0054532317	0.02379731	0.101021364	0.092694744	0.6832854	0.090455495	0.000220644	0.00012062388	0.0029511803
z	5.1835446e-05	0.0006337879	0.011843145	0.12190411	0.84072757	0.024803095	2.9905901e-05	3.4848113e-06	3.1041736e-06
i	0.0004072683	0.0020633389	0.0071460847	0.029395605	0.8872213	0.0681731	0.0006047897	0.00087602006	0.0041124914
k	0.0035721038	0.0036484415	0.023538176	0.107252695	0.26322585	0.5348188	0.060907766	0.0023783294	0.00065773516
à	0.009699994	0.01353736	0.042623933	0.0871786	0.25885567	0.5734514	0.007775648	0.0060620946	0.00081533525
i	0.0007456608	0.0012830403	0.0077638896	0.055201035	0.20860374	0.5866033	0.07715352	0.056527417	0.006118416
o	0.0025482285	0.0028480988	0.006432472	0.031331837	0.106623895	0.68791413	0.14700699	0.014592817	0.00070166663
b	0.00093704567	0.0016255772	0.0022084573	0.02127314	0.1840681	0.6947676	0.07564993	0.01864665	0.00082354085
à	5.840179e-05	0.00013960327	0.00027548603	0.00048793174	0.0072538108	0.06311615	0.022167567	0.89470077	0.0118002435
g	8.5156404e-05	0.00012888102	0.00025698924	0.001165205	0.0060431887	0.05271418	0.04491726	0.85790914	0.036780026
n	1.6987395e-05	3.509509e-05	5.7818175e-05	8.550931e-05	0.000598772	0.00964324	0.015416299	0.9605603	0.013585984
o	3.545268e-05	3.6195528e-05	5.7699082e-05	9.9133045e-05	0.0003105405	0.0027730353	0.06362314	0.9123129	0.020751722
</S>	0.0040358454	0.0023134185	0.003133303	0.0023473299	0.00077835436	0.0058972286	0.024715621	0.18063967	0.77613926
