 	il	cibo	ee	vuole	mangiato	subito	e	presto	</S>
t	0.99640745	0.002928026	0.00054913136	9.980945e-05	1.516953e-05	3.8955213e-07	2.6905855e-09	4.2941406e-10	5.6680277e-10
o	0.99796355	0.0009848747	0.0010370217	1.4072996e-05	4.704838e-07	3.9034167e-09	6.0928827e-12	9.3291624e-11	1.891213e-12
f	0.101914965	0.7092656	0.18813157	0.000685417	1.5725345e-06	8.7872814e-07	3.4080454e-11	1.3777242e-10	8.290906e-12
à	0.0004250071	0.8914064	0.10663949	0.0012815677	3.6555968e-05	4.4868483e-07	8.376866e-08	0.00018449684	2.5962143e-05
i	0.06819084	0.91227007	0.018018313	0.0012605515	0.00026005902	2.6693812e-07	3.879429e-09	2.3422212e-11	1.3314892e-10
e	0.001813582	0.7270629	0.23799372	0.032346416	0.00075419364	2.9208995e-05	1.5136729e-09	5.6122693e-11	1.5693556e-11
e	0.0006133127	0.09929147	0.4656989	0.4297059	0.004649979	4.0469957e-05	9.013655e-09	4.58636e-10	9.746651e-11
t	0.0002539731	0.02301631	0.21853432	0.7485833	0.0095115835	0.000100491474	1.04068285e-07	6.75698e-09	2.9165304e-09
è	0.0011165577	0.03949931	0.03847489	0.86809295	0.051637046	6.80977e-05	2.2312888e-05	5.6490708e-06	0.001083175
l	0.00019866982	0.0076480834	0.07328431	0.87583834	0.042977538	4.3512387e-05	9.313976e-06	3.7984185e-09	2.1764734e-07
i	0.004470259	0.014272437	0.034655567	0.8173266	0.12844153	0.0004896312	0.00016480277	5.765233e-07	0.00017863666
f	0.0009101105	0.0017053769	0.013495718	0.06840299	0.79549724	0.11941581	0.0005691099	4.1909635e-07	3.3050164e-06
a	0.003737757	0.008174978	0.016410606	0.13358854	0.8198764	0.016503243	0.0015924677	6.2320128e-06	0.000109888126
m	0.0004266053	0.0008318428	0.004700192	0.030800737	0.6817059	0.2764	0.0050484017	4.980223e-05	3.639955e-05
è	0.003937051	0.011262863	0.011699735	0.10808609	0.74989074	0.075929485	0.03352485	0.0012505744	0.00441857
n	0.00039509835	0.00071839243	0.0034645195	0.04419401	0.8141056	0.11056786	0.024495855	0.000945302	0.001113462
o	0.006307684	0.006072679	0.011188228	0.062563665	0.59314346	0.22360687	0.09267984	0.0006381008	0.0037994424
s	0.0013720227	0.0011877157	0.0035244392	0.006656194	0.17892285	0.66911584	0.13479838	0.0023904075	0.0020322048
ù	0.00300452	0.0026770737	0.009479062	0.14036137	0.22136848	0.13681865	0.45356867	0.00581707	0.026905127
b	2.1714208e-05	4.3721117e-05	0.00053805875	0.021031242	0.13077408	0.15522183	0.67403466	0.011862715	0.0064719697
i	0.0013585058	0.0017116091	0.0031142358	0.018731054	0.115304455	0.1254351	0.6046946	0.11505847	0.0145920245
t	0.0005324079	0.00053046376	0.0012145784	0.002096488	0.040286824	0.53595287	0.26147586	0.09177192	0.06613861
o	0.0030888293	0.0037939823	0.009284135	0.051392563	0.08328682	0.10222673	0.70348376	0.027406724	0.016036408
è	0.00014293015	0.00018323275	0.00051358447	0.0014410922	0.010400513	0.13357633	0.34046212	0.3495265	0.16375372
p	0.00025778322	0.00056722044	0.0014476369	0.008089862	0.0154625615	0.023764703	0.73911303	0.191239	0.02005825
r	0.00060630956	0.00073399255	0.0010087654	0.0031925975	0.0065545724	0.009424597	0.20317848	0.70508057	0.07022001
è	4.5796905e-06	5.437827e-06	7.27357e-06	2.099071e-05	0.00027937905	0.0019084748	0.03826556	0.9385367	0.020971652
s	3.5918834e-05	5.5921493e-05	4.4211603e-05	5.432595e-05	0.0002588616	0.00029293448	0.0065246215	0.84481233	0.14792089
t	0.026637053	0.017011654	0.026896946	0.050219867	0.03082427	0.016195552	0.11756826	0.02959747	0.68504894
o	5.20109e-05	3.2796608e-05	5.735906e-05	0.00010270167	0.00016400588	0.0005033827	0.003223066	0.0022602493	0.9936045
</S>	0.0007661219	0.000553627	0.0008479816	0.00044638128	0.0011514197	0.013859869	0.0047240383	0.007829971	0.9698206
