 	le	melanzane	vogliono	ee	girate	</S>
t	0.98482805	0.014967086	9.6254946e-05	0.000108564505	4.6526207e-08	1.5741849e-09
e	0.9945162	0.005454191	1.3278222e-05	1.63926e-05	3.535608e-09	5.496137e-09
s	0.24236959	0.7573086	0.0002921287	2.970027e-05	1.2269139e-08	1.1580863e-11
m	0.95822245	0.03562886	0.0002293602	0.0058642845	4.33543e-05	1.1609533e-05
a	0.07795395	0.92078435	0.0011783177	8.32753e-05	1.2016392e-08	1.2066961e-09
r	0.0038120595	0.99602735	0.00012625389	3.4412755e-05	3.594308e-09	7.809016e-11
a	0.009240605	0.9268627	0.0035494326	0.031908132	0.026533227	0.0019059503
n	0.013742464	0.98294246	0.003142248	0.0001712429	1.5003582e-06	5.6682357e-08
g	0.0044254293	0.96560585	0.0054029273	0.021799244	0.0026098907	0.00015682104
i	0.593454	0.32642928	0.0381727	0.03675311	0.005148031	4.2874137e-05
à	0.13045278	0.6839164	0.18246691	0.0030765363	7.487035e-05	1.2523122e-05
n	0.01464401	0.4733351	0.4089653	0.10226583	0.00077680254	1.3060745e-05
e	0.05146332	0.026565332	0.7790616	0.118175894	0.01819807	0.006535789
t	0.0063554584	0.012735215	0.9589865	0.021748621	0.00011344864	6.0803486e-05
è	0.02856493	0.0017356367	0.8354185	0.124572024	0.008546652	0.0011622348
l	0.0003721216	0.0018428261	0.77573526	0.20831527	0.013116274	0.0006182282
u	0.03567755	0.01704445	0.5041158	0.0904592	0.34521753	0.0074854135
n	0.005576641	0.006251179	0.3172617	0.5719907	0.033492386	0.06542736
e	0.005386662	0.006187417	0.19237216	0.69606423	0.0977825	0.0022070545
e	0.0015314562	0.002197595	0.023250233	0.81903833	0.102533974	0.05144841
e	0.00019626223	9.5526506e-05	0.004021847	0.88875496	0.10542323	0.0015081861
v	6.752587e-05	1.5872516e-05	0.0020031645	0.8010634	0.18909848	0.00775158
o	2.9517994e-06	3.3055655e-06	3.054431e-05	0.001206336	0.9914731	0.007283777
t	0.0015323845	0.0016931648	0.007176757	0.08803277	0.38643423	0.51513064
i	0.0010919783	0.0027820491	0.0021123076	0.013781236	0.9632885	0.016943911
m	0.0014550197	0.002480179	0.0021254749	0.056535624	0.10441561	0.8329881
m	0.00042160245	0.00022786832	0.00058698107	0.0037309597	0.9863722	0.008660411
è	0.0009392462	0.0004352347	0.0011112692	0.0044522192	0.93754953	0.055512488
n	0.008950507	0.0038766658	0.0027641414	0.011317027	0.78676033	0.18633129
e	0.0090194475	0.0026639502	0.004934041	0.0063309404	0.86599743	0.111054145
</S>	0.040593978	0.01759403	0.021231906	0.05858468	0.031693682	0.8303017
