 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
o	0.997174	0.0025329345	0.00024914648	4.3343833e-05	6.12876e-08	3.5183015e-07	1.6484599e-09	2.1768638e-09
m	0.059806358	0.80218184	0.13664286	0.0013655601	3.1674933e-06	1.0314829e-07	6.59945e-08	2.5546372e-09
a	0.00021844474	0.9887489	0.004458702	0.0012292529	0.0034393512	0.0005776125	0.00048327353	0.00084445754
r	0.020316625	0.9670633	0.011887676	0.0007262713	5.984728e-06	7.964944e-08	3.7443666e-09	4.6898074e-10
ì	0.002363006	0.9844019	0.009046	0.003523764	5.3651922e-05	1.0503825e-06	7.52051e-07	0.00060993305
o	0.035269015	0.9382489	0.023456035	0.0030257378	4.046379e-07	7.4028024e-09	1.9965647e-09	1.1216387e-09
e	0.0016395038	0.24286489	0.6977879	0.057677217	3.0442692e-05	4.259022e-08	1.7024359e-09	3.752608e-11
t	0.0005297508	0.030102424	0.7767824	0.19246498	0.00012042403	6.620063e-08	5.005659e-09	3.2573236e-10
è	0.0023091394	0.009518907	0.59018093	0.38381174	0.013239694	7.328932e-05	1.7276386e-07	0.0008661646
l	0.00021130913	0.008180408	0.7441804	0.24690333	0.0005227226	1.3588345e-06	3.5603144e-08	5.008646e-07
i	0.012900661	0.0128518175	0.40264392	0.54133934	0.029731825	0.00020010232	1.553795e-07	0.0003322184
f	0.0006825515	0.0013761383	0.02221643	0.80902094	0.15417291	0.012492889	8.498749e-06	2.958176e-05
a	0.002038219	0.004648655	0.025149884	0.56887114	0.39770958	0.001033129	1.4632057e-05	0.0005347659
m	0.0006151862	0.0012475116	0.009687374	0.4737125	0.44940308	0.06444594	0.00060403865	0.00028431122
è	0.0009223712	0.0021094277	0.00857963	0.12981284	0.84958965	0.005768128	0.0003879441	0.0028300215
n	0.00028978087	0.00055343215	0.0062918183	0.33146927	0.60131043	0.05659956	0.00088591414	0.002599797
o	0.0031379436	0.00254665	0.011861792	0.13577412	0.77499413	0.067631975	0.0002042776	0.0038490985
a	0.0016693862	0.0013413671	0.0040047294	0.06666534	0.13759728	0.7608576	0.022695046	0.0051693083
p	0.0006629205	0.0013861704	0.014522271	0.13129249	0.38743758	0.34812558	0.11616736	0.00040573243
p	0.00017631732	0.0008835671	0.0021606013	0.04375539	0.8751538	0.03901535	0.018304449	0.020550556
è	0.00028312881	0.00026440967	0.00089376705	0.00848438	0.4280932	0.45583147	0.08036286	0.025786791
n	0.00018925367	0.0002949172	0.0007532724	0.018849742	0.25974852	0.39478987	0.20102382	0.124350645
a	0.0016037987	0.0017864098	0.00462488	0.036891233	0.59810853	0.2675327	0.042621404	0.04683099
o	0.0007424174	0.0006549106	0.0009926574	0.0049554408	0.013793344	0.18222778	0.39661768	0.4000158
m	0.0007388624	0.0011258014	0.004099605	0.009949343	0.023442563	0.12081687	0.7892255	0.050601445
a	0.00042023975	0.000544295	0.001608301	0.007442502	0.25929743	0.18382819	0.5204283	0.026430758
r	0.00013611536	0.00013918997	0.0001856846	0.00071123795	0.0032064538	0.05493417	0.8763997	0.064287454
è	0.0005177251	0.0015930365	0.0014918931	0.007309064	0.062383585	0.017080914	0.90606374	0.0035600783
i	0.003623468	0.020353086	0.0037800367	0.011437431	0.0051866747	0.012716834	0.8189101	0.12399238
</S>	0.003992455	0.0057185707	0.00972087	0.006503928	0.0043554883	0.021892738	0.26018652	0.68762946
