 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
u	0.9784404	0.007769912	0.01309017	0.00045278014	0.00024410708	2.5649845e-06	5.7203042e-08	2.529355e-09	4.0374265e-10
g	0.8921606	0.09709646	0.01072632	9.918748e-06	6.149265e-06	4.745713e-07	4.193324e-09	5.43659e-10	5.937965e-11
e	0.10164601	0.08489956	0.7953419	0.009096956	0.006313623	0.0013949334	4.0329338e-05	0.00061301497	0.0006535952
n	0.6916943	0.29381165	0.014249312	0.00020767447	2.8491928e-05	8.462615e-06	3.0232364e-08	1.5469088e-09	6.215598e-11
i	0.09067133	0.6434429	0.21441217	0.0042736717	0.04584539	0.00050466304	0.00032333162	3.969781e-05	0.00048687388
t	0.17610557	0.6824203	0.13664724	0.004327189	0.00043279235	6.589199e-05	9.595578e-07	3.092251e-08	2.2996167e-10
ò	0.042886972	0.49290678	0.1484764	0.04001016	0.2699452	0.003530918	0.00043270376	4.9314435e-06	0.001805937
r	0.04061425	0.39976907	0.5172774	0.035314504	0.006911992	8.246101e-05	3.0203038e-05	5.3630387e-08	3.0847649e-09
u	0.09066124	0.35227972	0.29875523	0.13664632	0.11997461	0.0013752452	0.00018910765	1.34395e-07	0.000118330965
e	0.0059866705	0.016905693	0.7706526	0.17032418	0.035078693	0.0010416829	1.0451343e-05	1.06833845e-07	1.1659487e-08
n	0.0013936096	0.006058346	0.5755728	0.15805107	0.24477866	0.013274874	0.0008696983	9.1597667e-07	2.6512765e-09
è	0.00043037062	0.0056078476	0.019870836	0.07096634	0.84514344	0.041306086	0.016195105	2.2956983e-05	0.00045697406
n	0.00019268635	0.0016189532	0.19880277	0.27787635	0.47945982	0.01884836	0.023169987	3.0179626e-05	8.652931e-07
u	0.0042484365	0.010096058	0.103598386	0.1813996	0.6093666	0.053915057	0.037294317	2.099089e-05	6.062601e-05
s	0.00080334774	0.0012357963	0.024349766	0.070999295	0.32613188	0.54339015	0.032580603	0.0005019322	7.203443e-06
a	0.00047103383	0.0010871337	0.012527202	0.12524523	0.3277093	0.39210525	0.14080794	2.3628676e-05	2.3370127e-05
l	3.66794e-05	0.000121977224	0.0045330566	0.025511343	0.15982273	0.62763184	0.1789439	0.0033452727	5.3265907e-05
l	0.00058145955	0.0011483112	0.0034196037	0.031951133	0.35506332	0.21910343	0.38305965	0.0036686275	0.0020044828
i	0.0030275704	0.0035382889	0.008219251	0.06210797	0.21440904	0.22241813	0.25233892	0.22309555	0.010845269
m	0.0006327378	0.0006265604	0.0035781239	0.018563151	0.076692015	0.33161533	0.4809101	0.07870312	0.008678799
o	0.013930623	0.01786155	0.021575127	0.07477574	0.31759593	0.22979388	0.3076974	0.011452667	0.005317148
n	0.0028931084	0.0026105817	0.008399689	0.01716557	0.06244131	0.46726862	0.24691585	0.16964431	0.022660945
ì	0.0009694127	0.0016515533	0.0030615164	0.005954938	0.081358105	0.08178319	0.78142154	0.039483923	0.0043157237
s	0.0002499089	0.00024105051	0.0010471896	0.0024467157	0.00928901	0.034159474	0.654604	0.28981933	0.00814326
o	0.026026154	0.03335173	0.042671684	0.1394952	0.1584214	0.2470692	0.32489568	0.005938449	0.022130534
m	0.0014415123	0.0013888943	0.0027042343	0.0021912332	0.007587801	0.1314086	0.080827095	0.69070166	0.081748895
e	0.0024418368	0.0027313805	0.003852665	0.016504368	0.028644143	0.096634075	0.32085824	0.49947995	0.028853333
m	0.00018237528	0.00018584555	0.00039973613	0.00074375625	0.0027670236	0.03363959	0.0672205	0.8487478	0.046113368
a	0.0012808805	0.0018473004	0.001689319	0.016406657	0.019970566	0.05044304	0.25195697	0.63591474	0.020490544
i	0.00072610204	0.0006220134	0.0008552416	0.000697724	0.0012054797	0.00805593	0.010038218	0.9211592	0.05664013
</S>	0.0025369045	0.0026644354	0.005020418	0.0020172598	0.0040534325	0.015724527	0.055016953	0.8932554	0.019710714
