 	questa	la	costruirono	mastri	che	erano	i	muratori	</S>
t	0.9979146	0.0014159527	0.00019288098	9.29662e-05	0.0003826813	8.6917953e-07	9.503672e-10	1.8888486e-09	3.7761266e-10
ù	0.99668306	0.0031185667	0.00018457655	8.411233e-06	5.1541583e-06	3.0958591e-07	6.98474e-11	2.4518007e-10	1.0315534e-10
o	0.97683847	0.022949051	0.0002050037	6.643795e-07	6.723787e-06	1.655564e-07	3.2991294e-11	7.843342e-12	4.1816217e-13
o	0.97889346	0.020978373	0.00012677017	8.558807e-07	5.5871647e-07	1.1649949e-08	4.302831e-12	1.8178003e-11	1.4260397e-12
f	0.16723703	0.7984543	0.034237415	5.4662643e-05	1.46877455e-05	1.9175834e-06	3.362377e-10	1.8622473e-10	1.774157e-11
r	0.019813258	0.5763813	0.40280235	7.458259e-05	0.0009271655	8.59822e-08	9.115992e-09	2.5110985e-08	1.2473794e-06
a	0.74364746	0.1528327	0.09611184	0.006664607	0.00074212806	1.0422639e-06	2.6617818e-07	3.6476756e-08	1.3222696e-09
b	0.013359853	0.24805771	0.7217345	0.016662166	0.00012551995	6.0018483e-05	1.6364507e-07	1.5564432e-08	8.768478e-11
b	0.0073532127	0.2533053	0.7360215	0.00094328285	0.0023314056	9.78798e-08	2.1408507e-08	1.5037425e-07	4.4976216e-05
i	0.010084963	0.17190291	0.80758154	0.0081006065	0.0023217592	2.3068478e-07	5.447018e-07	3.550208e-06	3.8595144e-06
k	0.0039198226	0.15422688	0.6386264	0.20315804	6.814265e-05	6.294945e-07	1.1780918e-07	1.5217299e-09	5.7818755e-10
è	0.0009524405	0.122439995	0.861864	0.007804885	0.006937034	2.2352155e-07	2.6610996e-08	3.283952e-08	1.4657903e-06
s	0.0007585955	0.062147617	0.8637928	0.073025145	0.00027415197	1.6043582e-06	9.406083e-08	3.603525e-08	3.223395e-09
s	0.02560988	0.27893066	0.6118447	0.05516341	0.02828943	2.6849552e-06	2.2442916e-07	2.5245704e-06	0.00015634927
a	0.001229499	0.027795028	0.1809384	0.7862208	0.003807628	1.3746943e-06	5.742371e-06	1.436474e-07	1.3063893e-06
n	0.0005365811	0.0012186533	0.007867789	0.97883123	0.011419384	7.1875824e-05	5.2653922e-05	7.581734e-08	1.8011117e-06
o	0.00096046645	0.06311998	0.4780477	0.31736058	0.13738722	0.0020372574	0.00011200834	0.0009425021	3.2404616e-05
m	0.00033322835	0.002667957	0.026881704	0.777937	0.16662905	0.024405481	0.0010821385	6.199504e-05	1.3527215e-06
a	0.0065864017	0.03966478	0.22990984	0.48165968	0.23989944	0.00096340565	0.00012182218	0.00074456405	0.00045012526
s	0.00029707787	0.0012535143	0.0129169235	0.91330373	0.060846806	0.009228119	0.0020416442	3.9363877e-05	7.271665e-05
t	0.02180757	0.089126825	0.3363459	0.32324752	0.22521771	0.0029652657	3.9202096e-05	0.00042970333	0.0008203027
ò	0.0020160791	0.008055566	0.056364782	0.74766695	0.14918822	0.021893833	0.006758996	0.0033627625	0.004692843
r	0.00060168764	0.0024350532	0.021678852	0.13195156	0.46441576	0.3126344	0.03429329	0.021378586	0.010610808
i	0.006301213	0.022353273	0.07309826	0.2346699	0.62209517	0.026101742	0.004328138	0.007312512	0.0037398022
k	0.0007075436	0.000539229	0.0011178738	0.08069554	0.28396738	0.3156228	0.315209	0.00056417263	0.001576439
a	0.0076481914	0.018614503	0.04976201	0.05721685	0.60445744	0.12768598	0.029781051	0.09677429	0.0080596665
ì	0.0002103396	0.00030459923	0.0009407278	0.022041017	0.1701228	0.52717113	0.27175745	0.0050729034	0.002379009
a	0.00027039662	0.0010302977	0.0039057091	0.002520454	0.17601506	0.78331566	0.009036365	0.02385744	4.8517788e-05
n	0.00017988315	0.00025852188	0.00023975206	0.00031166017	0.021549491	0.51202816	0.27048737	0.19311051	0.001834663
e	0.001993834	0.004506615	0.004734507	0.0026715596	0.13139723	0.13142121	0.11880191	0.58566874	0.018804442
e	1.4406515e-05	2.2018048e-05	2.54129e-05	0.00010471717	0.0062036156	0.24488716	0.42451066	0.29251674	0.031715263
f	5.2842504e-05	0.00012174372	9.3325274e-05	3.6289555e-05	0.0088364715	0.31670257	0.17713909	0.49365097	0.003366699
r	4.0951163e-06	1.1786014e-05	5.1805568e-05	1.74544e-05	0.0004308623	0.002066414	0.009544874	0.98371416	0.004158461
a	6.349516e-05	7.007151e-05	0.00022961022	0.00030988734	0.0015220669	0.03371383	0.24575561	0.7032143	0.01512123
b	0.0006392468	0.0005280545	0.00075954146	0.00071609556	0.0015467008	0.00780838	0.05592933	0.75405705	0.17801556
b	0.0007290969	0.0019662771	0.011557235	0.0005833159	0.004723633	0.00063843007	0.018227631	0.959529	0.002045419
i	0.0011226923	0.0014102372	0.0067070127	0.0006876792	0.001827175	0.00074488396	0.14912772	0.82475096	0.013621661
k	0.05333289	0.029176643	0.045241814	0.017332196	0.011775223	0.004307941	0.28530797	0.542153	0.01137228
a	0.0009135633	0.0014540149	0.009754461	0.0005086157	0.00231061	0.00032786626	0.21987571	0.74392474	0.020930389
t	0.14469928	0.067660846	0.07958432	0.044312615	0.021128483	0.0063586654	0.14358547	0.47290787	0.019762522
ò	0.0034149215	0.0045658406	0.0037760139	0.0028768755	0.009258945	0.00018704133	0.018770035	0.9115024	0.045647893
r	0.021622678	0.021523051	0.04710502	0.008240113	0.01955699	0.027298393	0.03712206	0.794672	0.022859748
i	0.012013508	0.011934743	0.0055530565	0.0050439015	0.015839327	0.00044008062	0.02357086	0.80729413	0.118310474
</S>	0.005912112	0.0028856313	0.0012831242	0.0043723793	0.0067747086	0.0064712297	0.11151087	0.014849574	0.8459403
