 	se	vieni	a	casa	ogni	sabato	</S>
a	0.91753435	0.020778023	0.060768135	0.0008232292	9.1129645e-05	5.273452e-06	4.425303e-08
n	0.086412296	0.9049294	0.0061750943	0.0005992694	0.0018745646	9.278891e-06	2.1262836e-09
è	0.0004561043	0.00069014437	0.97307634	0.02270133	0.002703446	0.00035145186	2.1136852e-05
r	0.000108490996	0.003127361	0.9895719	0.0051212297	0.0019405147	0.00013051552	4.5055405e-08
t	0.0004227061	0.0017061898	0.9035184	0.088550776	0.0057451003	5.0189283e-05	6.7062856e-06
i	0.0048167706	0.023797538	0.72144014	0.2224535	0.027260277	0.00023132186	4.7904376e-07
è	0.0014994285	0.025549687	0.31043625	0.24156149	0.42089587	5.7171834e-05	5.7630647e-08
s	3.893724e-05	0.0017739859	0.7417642	0.22284438	0.032863077	0.0007152389	2.8555473e-07
s	0.0014143063	0.0004923792	0.7794008	0.20625642	0.012301666	9.059669e-05	4.374244e-05
u	0.0015713972	0.0036230185	0.0816572	0.5043453	0.3935204	0.008483886	0.006798815
k	0.00020627111	0.0010423006	0.0010661472	0.0038205043	0.9932399	0.0005010806	0.00012380203
u	0.00066576997	0.0018078279	0.07445764	0.26900008	0.5681844	0.08464522	0.0012390201
à	0.00016263824	0.00092175254	0.0025315243	0.0066429153	0.89315814	0.09403687	0.0025461484
i	1.48646e-05	0.00022468489	0.020836722	0.012461318	0.38439795	0.58187	0.00019441056
s	7.461239e-06	3.248001e-05	0.0010797192	0.0004472918	0.047073904	0.95111305	0.00024607184
à	5.0389517e-05	0.00019333343	0.024554627	0.016339274	0.066639036	0.87323993	0.018983494
m	4.1942312e-07	2.3802581e-06	0.00012420463	0.00011657523	0.0073889475	0.9782536	0.014113792
b	6.929251e-06	3.65825e-05	0.005649622	0.0019137476	0.011792393	0.9281144	0.05248637
a	0.00369659	0.0011463357	0.057198785	0.058776997	0.11800103	0.5523118	0.20886846
</S>	0.0062332917	0.0045234608	0.005713535	0.0013905157	0.04410435	0.11004114	0.8279937
