 	guardando	le	nuvole	capisco	che	piove	</S>
k	0.9933869	0.005304699	0.0010037157	0.00030263682	1.975165e-06	3.8563358e-10	4.4357376e-10
a	0.97955084	0.009961913	0.008113419	0.0022681556	2.2577005e-05	5.6619074e-06	7.74847e-05
n	0.7071429	0.28971878	0.0028626875	0.00020887332	6.676501e-05	3.3247438e-10	2.9075917e-10
o	0.047587167	0.7785482	0.08762341	0.08551557	0.00033440147	1.1448941e-07	0.00039116002
n	0.029476967	0.96459585	0.0056756735	0.00015667106	9.503324e-05	4.5265205e-11	6.821083e-11
ò	0.013491598	0.6445331	0.117516845	0.22082026	0.002587687	4.223785e-08	0.0010504558
n	0.008274698	0.937011	0.052379146	0.002297358	3.7843212e-05	3.9353954e-12	1.2235238e-09
t	0.015852354	0.52636105	0.41287258	0.044771638	0.00010104487	6.0654815e-11	4.1355623e-05
a	0.011230415	0.4290909	0.53008825	0.027612923	0.0019738753	1.3152347e-09	3.699393e-06
t	0.022882352	0.22850694	0.7221777	0.024833206	0.0015981061	3.0550804e-10	1.7088832e-06
a	0.0017902555	0.051174533	0.5759654	0.3697281	0.0012004395	1.1840558e-08	0.00014124918
s	0.0011395237	0.033981014	0.29471925	0.63784385	0.032315414	4.5171635e-08	8.810591e-07
ì	0.00052661536	0.005715345	0.12114253	0.86494946	0.007026131	5.969912e-07	0.0006393229
n	5.042309e-05	0.0027450204	0.05078201	0.9241418	0.022171048	1.3392323e-05	9.618024e-05
n	0.0020783788	0.013210948	0.07835844	0.8650997	0.04022738	2.6971488e-06	0.0010224612
e	0.002487527	0.008877218	0.07057584	0.82203794	0.09062623	3.902347e-05	0.005356229
f	0.0054322327	0.0059615537	0.00686291	0.11736953	0.8635819	9.131651e-05	0.00070053
a	0.022861935	0.04326641	0.10466316	0.7332898	0.09368158	0.00063766545	0.0015994144
n	0.0008177403	0.001752438	0.0061850054	0.26239836	0.6704124	0.050312087	0.0081219375
o	0.0033779824	0.009900587	0.020033257	0.69576144	0.26510444	0.0011146603	0.0047075576
ò	0.00016417772	0.00025037004	0.00035610897	0.022683455	0.953513	0.018579321	0.004453634
k	0.0002536344	0.0009299889	0.0008205456	0.09989102	0.8484686	0.047757797	0.0018783247
a	0.0036351592	0.009557269	0.020546583	0.2243971	0.30138937	0.3041443	0.13633022
v	0.00024764854	0.00028900523	0.00036525202	0.003469123	0.15350352	0.70162773	0.14049768
r	0.00032116554	0.0015842686	0.0034966639	0.068398096	0.22688405	0.6526754	0.046640422
è	0.00016171238	0.00025375167	0.0005280364	0.001469133	0.012271929	0.9718983	0.013417089
c	0.0005939164	0.0009166872	0.00070077425	0.00091708935	0.0013095521	0.9896569	0.0059050545
h	0.004942041	0.022168312	0.07691932	0.23964964	0.5168887	0.12933992	0.010092048
i	0.00069477945	0.0015423229	0.004776616	0.009966955	0.06803598	0.1851445	0.7298388
</S>	0.0035766463	0.003311353	0.0025841256	0.0023152423	0.037633333	0.13401215	0.8165672
