 	il	medico	mi	ha	detto	che	non	devo	mangiare	dolci	perché	mi	fanno	male	a	me	mi	piacciono	e	li	mangio	</S>
o	0.96293926	0.0057238643	0.01043749	0.0021932693	0.016237253	2.7279528e-05	0.0024408188	2.574818e-07	4.989439e-07	5.843863e-09	4.1597654e-09	2.9298326e-09	1.3468049e-09	4.2999532e-10	3.589307e-10	1.3885715e-09	3.3847483e-10	2.0636888e-12	1.5300608e-10	8.830436e-11	8.059195e-11	1.2419304e-09
m	0.16275871	0.2975411	0.49930578	0.0016918211	0.010817752	0.0013185237	0.026565453	2.6192615e-07	1.0754227e-07	1.6555259e-09	4.3194577e-09	1.0770366e-10	1.7993124e-10	8.226406e-11	3.0603364e-10	2.1340034e-10	7.745243e-11	9.791615e-11	3.3011138e-10	1.0896393e-09	5.1498984e-07	5.658908e-10
e	0.00040436385	0.84891295	0.14818703	0.0017186068	0.0002991338	0.00010784922	8.228769e-05	4.510699e-06	4.296771e-07	4.0386738e-08	3.8350315e-08	7.3650405e-08	2.2950305e-08	2.2118239e-07	6.9057995e-07	8.321321e-07	1.6158324e-06	3.2427654e-06	3.960778e-06	8.276621e-05	9.804194e-05	9.1348884e-05
s	0.24719769	0.62835693	0.11939071	0.0028231994	0.0015587277	0.0005422091	0.00012987824	5.436394e-07	7.184e-08	3.8313344e-10	5.2161087e-10	6.505741e-11	5.6491603e-11	5.9930346e-12	9.108969e-11	4.5621163e-11	5.1962727e-12	2.7739156e-12	1.13331115e-11	1.296073e-11	7.3759826e-10	1.8085156e-12
s	0.003288929	0.8823801	0.10161747	0.0027378194	0.007408903	0.00045906613	0.0021028197	3.3524107e-06	3.6611164e-07	1.9726776e-10	1.0379608e-10	1.1844128e-09	4.9798704e-10	1.4600224e-11	9.720069e-10	2.6748678e-10	3.3956524e-10	1.1639684e-12	7.7100284e-11	4.4013387e-10	5.7739444e-09	1.1534951e-06
è	0.13749547	0.6255388	0.17286788	0.02495259	0.03714407	0.00047182338	0.0015265108	2.7130761e-06	1.1274262e-07	1.269518e-11	7.475377e-12	1.1484966e-11	4.16722e-11	8.340836e-15	2.0363238e-12	1.5335477e-13	2.5053586e-14	5.936546e-18	2.5160555e-15	3.3689084e-16	4.0034755e-14	5.838593e-14
r	0.015470508	0.39772382	0.5611076	0.021702714	0.003736615	0.0001147917	0.0001424421	9.2858096e-07	5.9090996e-07	2.6576217e-09	1.2929801e-09	1.4530491e-09	3.0957506e-10	9.355706e-12	6.556239e-11	5.3489643e-11	4.995309e-12	6.142474e-15	1.5337782e-12	3.7781545e-14	1.3750981e-12	2.3336345e-16
e	0.031698246	0.43702888	0.46936217	0.03725469	0.023029739	0.00048390168	0.0011402945	1.9069339e-06	1.9161736e-07	4.3468337e-11	3.810864e-11	1.4741995e-10	2.3668525e-10	1.9020133e-12	1.351481e-10	5.057133e-11	2.0323444e-11	1.3722164e-14	5.7810996e-12	1.029561e-11	2.328927e-10	3.6504783e-08
m	0.0069967923	0.023659581	0.79357654	0.12116518	0.050478052	0.003507859	0.00059885415	1.5823332e-05	1.3487389e-06	4.3953863e-09	1.1006789e-09	1.1825555e-09	1.1235888e-10	6.264945e-12	1.5066629e-10	3.2686766e-11	3.899338e-12	8.6944896e-14	2.015755e-12	1.5029982e-13	1.5262747e-12	4.3049315e-17
u	0.006947376	0.10872926	0.418503	0.2965671	0.13595948	0.028644942	0.0044046226	0.00021333007	3.07333e-05	5.943725e-09	1.8291688e-09	8.953103e-09	1.5587396e-08	3.7307175e-11	3.9633186e-09	1.1882009e-09	3.6774644e-10	7.2562914e-14	5.311022e-11	5.7463204e-11	2.7218376e-09	1.7141224e-07
