 	volevo	Maria	domani	di	venire	da	me	</S>
ì	0.9871286	7.824946e-05	5.7419948e-05	0.012169107	0.00056603015	4.958881e-07	1.4986817e-07	1.8900717e-09
t	0.9603544	0.031245815	0.0080125285	0.00038189965	5.3684585e-06	2.3665931e-09	5.6074794e-09	9.798516e-10
e	0.8736175	0.08989261	0.036062576	0.0003866148	3.9383816e-05	6.990948e-08	6.175768e-07	6.409577e-07
l	0.9059018	0.094001606	3.942433e-05	5.6418805e-05	7.1411176e-07	3.5617434e-10	4.4955747e-10	6.1827006e-12
a	0.967629	0.0024251705	0.00063929317	0.028412307	0.00043861574	1.2816366e-05	3.0053487e-05	0.00041279296
e	0.36618277	0.60524267	0.01514486	0.0124865025	0.0009309772	7.516919e-06	4.48875e-06	1.3116104e-07
M	0.012221498	0.53723234	0.4114741	0.031444516	0.0075842463	2.126878e-05	2.2015778e-05	2.9191279e-08
a	0.11736536	0.00028261793	0.0014778296	0.689783	0.10450731	0.013276898	0.047847163	0.025459968
r	0.23200677	0.44836718	0.12894723	0.17438701	0.012239672	0.0017179884	0.0014097227	0.0009244398
ì	0.05416668	0.29197055	0.20002691	0.11526201	0.28391558	0.0009885264	0.050871104	0.0027987196
a	0.016366592	0.007604378	0.46355695	0.3031697	0.19823031	0.0068770684	0.003918516	0.0002764558
à	0.016148526	0.0020719676	0.32415146	0.4310328	0.22378205	0.0026616745	0.00015063501	9.175882e-07
v	0.009043956	0.0006715989	0.3021589	0.25026283	0.43634877	0.0013819645	0.00013169543	2.1304282e-07
v	0.004559466	8.301831e-06	0.0001502907	0.036333106	0.02879634	0.1210673	0.7673552	0.041729935
r	0.010762695	0.0006002325	0.0015451107	0.015102319	0.012834565	0.08716884	0.8555814	0.01640481
i	0.0006842927	8.3199906e-05	0.0025514772	0.014325237	0.014581385	0.23210034	0.71097505	0.024699032
n	0.0035647175	0.0001257079	0.015402562	0.15551704	0.13877325	0.4067989	0.24490988	0.03490796
a	0.007746615	0.00015774563	0.002247845	0.12007306	0.13603343	0.3805426	0.34651738	0.0066812527
r	0.020744003	0.0026301376	0.07969011	0.16063876	0.26252425	0.26475248	0.10400362	0.10501663
t	0.06446833	9.461494e-05	0.00042989216	0.14735018	0.04559986	0.28783065	0.3862337	0.067992754
i	0.0008090644	0.00015427046	0.0013829803	0.049744114	0.06901348	0.39035308	0.31140062	0.1771424
s	0.0013927256	0.00048499677	0.013903628	0.03526255	0.11185344	0.29070956	0.40329248	0.14310053
e	0.00030233865	1.1784552e-06	1.3271247e-05	0.0047360905	0.005195844	0.14736085	0.6498963	0.19249423
m	7.73011e-05	0.00012545113	0.008085765	0.0049917223	0.049045686	0.1272249	0.6761853	0.13426392
è	0.00023846838	1.6564434e-05	3.8486e-05	0.0013641447	0.001970518	0.040394828	0.9344223	0.021554666
n	3.2485463e-05	4.3243268e-05	0.0014183786	0.0016003705	0.008445687	0.056893107	0.6570787	0.27448797
a	0.0009626067	4.2946464e-05	0.00013869675	0.0033874516	0.003115436	0.049294285	0.6659639	0.2770947
</S>	0.0018846544	0.000558483	0.0026794516	0.0047745192	0.007134657	0.014237316	0.04725537	0.9214755
