 	se	vieni	alle	sette	io	sto	cucinando	</S>
a	0.95780617	0.013404226	0.024754839	0.004006194	2.8595146e-05	4.3402977e-08	4.72334e-09	3.6244543e-09
n	0.07980567	0.8821284	0.004731023	0.021951007	0.011383887	2.3701074e-09	1.7256471e-09	1.5091808e-09
è	0.00019730095	0.0002657594	0.9656217	0.011026316	0.022887195	9.929291e-09	9.977045e-07	6.650038e-07
r	4.5111727e-05	0.0009883051	0.9397879	0.05154956	0.007629182	5.474437e-10	2.9741298e-10	1.2956984e-09
t	0.00015070208	0.0006017155	0.9849702	0.014256699	2.0617998e-05	3.499214e-09	2.255355e-11	3.1129556e-08
i	0.0023781804	0.009975838	0.8925261	0.09505939	6.032899e-05	2.296432e-07	1.3842165e-10	9.482183e-10
s	0.0007500591	0.017352667	0.24709895	0.73479694	1.0646655e-06	2.3303618e-07	1.426039e-10	7.250728e-11
t	3.8474613e-05	0.00013953791	0.8713319	0.12705417	0.0014268324	6.147018e-07	1.1019549e-10	8.476961e-06
e	0.008024195	0.036485344	0.22630383	0.7289945	7.1525305e-05	0.0001200219	6.4135985e-10	5.703658e-07
s	0.00015838945	0.001714521	0.040836122	0.95723015	3.6548652e-05	2.4104209e-05	3.6598752e-08	6.535107e-08
e	8.0483565e-05	0.0005662945	0.6796082	0.22007498	0.09780661	0.0004169762	7.221159e-08	0.0014463547
t	2.4344501e-05	0.0011599385	0.045056775	0.9259278	0.027554804	0.0002712053	3.7255684e-06	1.3438535e-06
t	0.00047227764	0.0020622378	0.5211343	0.32264465	0.1439293	0.007490562	7.618605e-07	0.002265921
à	0.0036114415	0.02967985	0.09954735	0.79493177	0.029132409	0.038001023	0.0006755933	0.0044206143
e	0.00017566295	0.0013412993	0.13317642	0.44800955	0.29811877	0.113307856	0.0016624886	0.0042080376
v	5.3104677e-06	5.7501198e-05	0.0061027445	0.013773728	0.95492625	0.022834932	0.002277548	2.2006008e-05
ò	0.0002146729	0.0010235807	0.10730505	0.056352917	0.72538984	0.09902292	0.001708745	0.008982257
s	0.00037969268	0.00046183326	0.017142236	0.023187747	0.20392329	0.74341744	0.0084416075	0.0030462516
t	0.0040808823	0.003945913	0.53483146	0.11047523	0.11928145	0.20886232	3.7328275e-05	0.018485418
e	0.00034808784	0.00041303845	0.0020116426	0.0058761984	0.04364448	0.7477431	0.011540412	0.18842302
m	0.0016250177	0.0015976334	0.0018910695	0.01037094	0.0027646148	0.15872288	0.75792253	0.0651053
a	0.0050711012	0.0048444173	0.019176064	0.020312252	0.09456007	0.76276356	0.07259776	0.020674836
r	1.7688651e-05	2.753846e-05	4.4300246e-05	0.00018442635	0.001042568	0.027653588	0.9649976	0.006032267
è	0.0017775825	0.0033186346	0.031497784	0.01994671	0.18791291	0.54859453	0.19866621	0.008285619
o	5.0977993e-05	8.409573e-05	0.00093884085	0.00048040235	0.0037380871	0.03169147	0.75734437	0.2056718
</S>	0.002066709	0.0029680864	0.0247535	0.011264474	0.0028773632	0.016629938	0.72116566	0.21827424
