 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
e	0.83447075	0.16468939	0.0006242751	4.8294074e-05	0.00015351748	1.3711169e-05	1.2462142e-07	1.2941991e-09	7.5889717e-10
n	0.9126482	0.07910392	0.008060416	3.7280754e-06	6.8596724e-05	0.00011405099	1.0925853e-06	8.508178e-09	3.5438472e-10
è	0.007847972	0.7964737	0.1854614	0.00097628107	0.008960879	0.00025103765	1.0877551e-05	9.526174e-06	8.392392e-06
n	0.053394604	0.82400423	0.12257464	2.0133161e-06	9.661255e-06	1.4687647e-05	3.249986e-08	1.5365023e-09	2.887101e-10
a	0.03371964	0.6850803	0.28084564	0.00019274185	0.00015255543	9.073298e-06	1.7816731e-08	6.869574e-10	3.0784786e-08
m	0.06163493	0.54529965	0.38452014	0.0047618835	0.0035398216	0.00024171908	1.9420208e-06	5.9872926e-11	5.0190537e-12
i	0.00041257837	0.022641886	0.7780485	0.1674538	0.0283856	0.0030534908	1.4137709e-06	5.5334635e-08	2.6598584e-06
l	0.023949798	0.21808977	0.58008045	0.099718526	0.07054292	0.007025282	0.00059263693	4.7181928e-07	4.3775845e-08
ì	0.0014159471	0.015030456	0.87886137	0.017318875	0.008662225	0.07495103	3.3740303e-05	9.461133e-05	0.0036316789
s	0.003112564	0.028137356	0.3549422	0.5565949	0.049159747	0.008037538	1.5552914e-05	6.6158975e-08	4.5527802e-08
i	0.007896519	0.046244133	0.27512965	0.44314772	0.1693486	0.058122233	3.2398904e-05	4.4602737e-07	7.831833e-05
m	0.0053036385	0.0030203923	0.0029991944	0.03483535	0.5965197	0.3463005	0.011019007	1.929913e-06	2.6981206e-07
b	0.00057803723	0.0036890518	0.029866792	0.19634464	0.18330175	0.5849458	0.0009810433	0.000114818045	0.00017804443
r	0.0010130008	0.0068537802	0.023460189	0.39071405	0.12660742	0.42952964	0.011350284	0.010065027	0.00040656398
ò	0.0013633415	0.0069590216	0.026820742	0.3074539	0.15128937	0.46098253	0.02601854	0.018908354	0.00020424044
s	0.008348517	0.021193964	0.030662008	0.32437015	0.25859022	0.34993887	0.0065652076	0.00021228417	0.00011875639
t	0.015239632	0.0556238	0.0894379	0.25521764	0.3230583	0.259963	0.0008166783	2.616767e-05	0.00061685627
i	0.001353263	0.002843058	0.008157823	0.14796261	0.18884347	0.61821204	0.028129116	0.0013775257	0.0031210252
n	0.002009055	0.000624472	0.0001549564	0.000554262	0.02696388	0.15823616	0.8091352	0.0020587423	0.00026328524
A	0.0003331628	0.00056642055	0.0022409053	0.0050322087	0.035938177	0.905789	0.04351688	0.005832634	0.0007506741
n	0.00017860506	0.00024695872	0.0011675977	0.0055475677	0.038326755	0.8510559	0.095034115	0.008179051	0.00026346947
n	0.027812807	0.026555007	0.03313934	0.032920573	0.070985675	0.704693	0.08661261	0.014827914	0.0024529418
a	0.005102091	0.005210466	0.003302452	0.008902898	0.044894546	0.23038754	0.6084143	0.06905438	0.024731299
à	0.0010432703	0.000334224	6.984175e-05	8.1506856e-05	0.0029582353	0.022108793	0.91940016	0.04721106	0.006793003
t	0.0041824095	0.003173668	0.0047149765	0.0022158308	0.009244725	0.2087763	0.5106928	0.254235	0.002764334
s	0.17339578	0.16318138	0.093911	0.06512832	0.07780869	0.09630404	0.20769148	0.102714404	0.019864963
e	0.00031605217	0.00036573195	0.0003970467	0.0013614974	0.0032055725	0.028246526	0.23689954	0.30644205	0.42276594
t	0.00021331132	3.602362e-05	5.092235e-06	5.5421056e-06	0.00031261772	0.0030295325	0.8076389	0.10045365	0.08830537
ù	0.0001613658	0.00015425852	0.0001830779	9.545794e-05	0.00014034794	0.0013363854	0.053569168	0.8313446	0.11301534
o	2.3658338e-06	2.021431e-06	3.4957552e-06	4.3803047e-06	1.9273139e-05	0.0009037275	0.037479956	0.8111417	0.15044299
</S>	0.000197377	0.00010842631	6.096003e-05	2.0544512e-05	0.00014794334	0.0010924061	0.049547233	0.7128011	0.23602393
