 	non	aveva	dove	aveva	per	stare	</S>
e	0.8343489	0.13694404	0.007677843	9.293854e-05	0.02092987	6.326707e-06	1.0896497e-08
n	0.95065176	0.04014695	0.008790288	0.00015892113	0.00025200946	1.2644276e-07	4.93025e-09
ì	0.0031960714	0.97892636	0.011142903	0.0067170765	1.1118498e-06	4.121321e-07	1.5927386e-05
c	0.0002509686	0.99967515	5.361244e-05	2.0292631e-05	5.4363536e-08	1.0567762e-11	7.154155e-10
h	0.006279431	0.97920007	0.014098813	0.00041603635	4.2721626e-06	2.3749744e-10	1.2350465e-06
e	0.14707525	0.48883414	0.25834516	0.05985144	0.045891356	2.5540728e-06	1.4366913e-07
p	0.027291667	0.013071266	0.95155996	0.0073201964	0.0007569257	1.2571925e-08	6.3034017e-10
u	0.025671288	0.06305177	0.610965	0.28745762	0.012759882	1.7274158e-07	9.4325456e-05
ì	0.002636669	0.004553512	0.12778763	0.78582513	0.07901767	0.00017076386	8.635107e-06
c	0.0010644906	0.023971299	0.00842645	0.953738	0.012755299	3.4021068e-07	4.4211793e-05
h	0.046749935	0.05818007	0.13807485	0.33971894	0.20123285	5.036608e-05	0.2159929
e	0.016403478	0.020069672	0.115375966	0.21716163	0.3874356	0.058170963	0.18538274
n	0.0035906013	0.0013661543	0.011582923	0.03177922	0.6587995	0.27012414	0.022757461
a	0.01307524	0.022822453	0.030764144	0.1633009	0.7673317	0.00012852985	0.0025769484
s	0.0016101998	0.0019893907	0.0028506874	0.03491861	0.76251364	0.18369241	0.012425029
t	0.06704692	0.04584955	0.13376655	0.07550258	0.5437688	4.467804e-05	0.13402097
a	0.00063096394	0.0005305616	0.0021523267	0.008446773	0.3722498	0.20358828	0.41240132
t	0.00015625931	0.00010185253	0.00023783906	0.0010331101	0.058966875	0.8671104	0.072393686
ì	3.7786045e-05	2.3099226e-05	4.2205633e-05	0.00012244348	0.00078423787	3.3595443e-06	0.9989869
</S>	2.8528304e-06	1.6661366e-05	2.1252988e-06	0.00046085997	0.0012841272	0.00014777697	0.9980856
