 	non	ho	cosa	è	da	mangiare	</S>
e	0.86078215	0.13575456	0.003432576	2.5545425e-05	3.9680153e-06	9.708149e-07	2.2518037e-07
n	0.9820063	0.007850994	0.009904427	0.00012995282	7.32826e-05	3.4938355e-05	6.944952e-08
è	0.008584814	0.13051724	0.8268003	0.013582878	0.002213607	0.006953945	0.011347252
c	0.29612735	0.46877685	0.23477966	0.00013247569	2.6729056e-05	0.00014646054	1.0542012e-05
h	0.051658995	0.5964079	0.3399766	0.0020137588	0.0006453705	0.0016578541	0.007639522
o	0.08541607	0.80813336	0.09127475	0.012493943	0.0017883924	0.0008828186	1.0624084e-05
t	0.06991651	0.22237155	0.35793018	0.32921946	0.020361783	0.00019985494	6.709661e-07
i	0.02046999	0.09839691	0.83860743	0.021233747	0.009315163	0.0004933641	0.011483324
è	0.003005178	0.0036433903	0.041257273	0.3438247	0.5465651	0.06165743	4.6872552e-05
n	0.005063383	0.009618313	0.07741801	0.15448457	0.48764393	0.26485038	0.00092133216
a	0.042557757	0.06849993	0.17043145	0.10240643	0.32265258	0.21890844	0.07454343
f	6.670228e-05	2.716741e-05	0.00019853571	0.004603338	0.12180285	0.8436923	0.02960913
à	0.00011677061	0.00052470685	0.0014527551	0.0045994385	0.049902137	0.92490673	0.018497402
o	9.800681e-05	0.00021901491	0.00048254905	0.0047863815	0.040611047	0.72970283	0.22410023
</S>	0.0011951372	0.0004833437	0.00075912755	0.002318267	0.014176717	0.53393394	0.44713345
