 	sul	muro	vuole	uno	specchio	</S>
s	0.9996575	3.6552472e-05	0.00027943408	2.6026217e-05	4.874971e-07	1.5224378e-09
t	0.9976082	0.002273876	0.00011105861	4.9106093e-06	1.7887705e-06	1.9448693e-07
o	0.9796062	0.00090612064	0.01870676	0.00078044756	4.940169e-07	9.343896e-10
t	0.98597175	0.006500184	0.006512389	0.0010144113	1.2994312e-06	6.7379363e-10
ì	0.00012367792	0.999624	0.00024313889	4.2951715e-06	1.7762789e-06	3.1253487e-06
c	0.0004120824	0.99936837	0.00021902192	1.7449271e-07	4.3183e-07	1.7396782e-09
h	0.028801892	0.70792586	0.2618471	0.0013584257	6.24426e-05	4.2450397e-06
o	0.7704205	0.029236104	0.19680984	0.003211376	0.00032159133	4.6433433e-07
t	0.18063083	0.0005051311	0.81045705	0.008398403	8.643686e-06	9.904767e-09
è	0.012783257	0.0005223896	0.97731644	0.009256011	0.00011990648	2.114019e-06
l	8.935226e-05	0.01843655	0.963836	0.014374535	0.0032605901	2.8617983e-06
i	0.05880169	0.0019677426	0.8098962	0.124576315	0.0044282572	0.00032977332
o	0.0013264985	3.0400402e-05	0.042401727	0.9396188	0.012322448	0.004300016
j	6.78794e-05	0.0007852548	0.009159155	0.42801005	0.5616833	0.00029444555
a	0.006847387	0.0019621649	0.11109535	0.34186956	0.46863896	0.06958661
l	0.0012872807	0.0005703868	0.016469447	0.6797977	0.21805018	0.08382503
ì	0.013601579	0.1833168	0.07435416	0.020967733	0.6724096	0.03535015
</S>	0.0002684943	0.004887873	0.0016698344	0.03491144	0.21202327	0.74623907
