 	ha	pensato	che	il	ladro	è	entrato	dalla	finestra	</S>
e	0.8855283	0.10932432	0.0043748952	0.0007376443	3.3620156e-05	1.1249324e-06	1.03878676e-07	8.251999e-09	8.951427e-10	2.8590783e-10
p	0.36784065	0.13839619	0.47000426	0.0005080831	0.023184374	8.934287e-06	5.5784527e-05	1.6235175e-06	9.3394315e-09	3.8848483e-10
è	0.020961938	0.91708535	0.026885351	0.000113010145	0.029334422	0.0011090019	0.0043257168	2.3609051e-05	5.2293824e-05	0.000109251196
n	0.02478357	0.92136246	0.053517602	0.00022360779	0.000112509886	1.1277231e-08	2.1572394e-07	1.2628189e-08	3.77019e-11	2.9421132e-11
s	0.025504867	0.9191054	0.054759756	0.0004211787	0.00020463654	1.14546765e-07	4.0713912e-06	7.427778e-10	5.255876e-09	1.1677921e-08
e	0.040657442	0.78712535	0.16112018	0.011029261	6.69012e-05	7.8474244e-07	9.99183e-08	5.689219e-09	4.6412246e-10	7.3184053e-13
t	0.0038887095	0.009056778	0.9441831	0.04286032	8.584435e-06	2.0411514e-06	6.3847175e-08	3.5524835e-07	3.1913447e-09	9.108959e-14
s	0.060443804	0.56547666	0.27878067	0.021133542	0.072174154	4.6288842e-05	0.0019430699	7.437357e-08	7.905297e-07	9.16263e-07
e	0.036548708	0.29972452	0.5451116	0.11153024	0.0063678264	0.000602242	0.00010930448	1.5906255e-06	3.9367233e-06	1.8107216e-09
k	0.0027027715	0.0044484185	0.4971338	0.49234137	0.0027484435	0.00057675864	1.5558826e-05	3.2378306e-05	4.1948618e-07	7.505764e-11
a	0.009172959	0.19445902	0.039755996	0.0061891675	0.4943766	0.00068635587	0.25497368	2.4263885e-05	0.00030827557	5.366596e-05
o	0.0056007085	0.009795916	0.2907386	0.65213627	0.032420203	0.008520564	0.00017686153	0.0005930182	1.7778884e-05	1.3494255e-07
l	0.00037898868	0.0010697959	0.010824951	0.04230086	0.88787544	0.021444103	0.033793326	0.0023106346	1.7455953e-06	2.412532e-09
à	0.0019512568	0.025094006	0.003215108	0.00047692592	0.19620647	0.00023275921	0.7713935	0.000116509706	0.0009808645	0.00033262803
d	0.0036276523	0.014622001	0.038315207	0.1721696	0.59424883	0.06324348	0.11032428	0.0020717904	0.0013688796	8.249552e-06
r	0.0017284633	0.0078406185	0.0019978844	0.0012524739	0.045288194	0.0008907564	0.93939495	0.00026150877	0.0012269703	0.00011815091
o	0.0069251643	0.012481308	0.02135405	0.067520574	0.2442964	0.18265122	0.13923892	0.024061665	0.2990801	0.0023906312
m	0.03736792	0.026391944	0.070715226	0.13025065	0.034295455	0.4636518	0.0041131014	0.2269258	0.005417762	0.00087022217
b	0.0027372045	0.0057922835	0.0020001642	0.0021729786	0.021071155	0.0039615114	0.9521915	0.0016774366	0.008306654	8.916044e-05
ì	0.009023649	0.011583595	0.004728259	0.009423073	0.024978533	0.052767992	0.40075496	0.021962417	0.46343616	0.001341451
k	0.04242852	0.054155853	0.06367011	0.1080901	0.09748132	0.39846238	0.051195994	0.08053983	0.092260376	0.011715453
e	0.0067680567	0.014920906	0.003280947	0.0038837634	0.019758169	0.0054584728	0.89881104	0.0022306265	0.044585716	0.0003023758
à	0.005351495	0.0016152959	0.008602166	0.013229021	0.0040497365	0.10113332	0.0010644582	0.8140741	0.036164034	0.014716382
t	0.0213253	0.024943395	0.031049078	0.03775283	0.055680715	0.17359082	0.038260948	0.46354434	0.15305056	0.0008020345
t	0.057103544	0.057029057	0.02576143	0.04027874	0.08798578	0.047344986	0.5848524	0.010304063	0.08859401	0.00074604875
i	0.00044632747	0.00041854018	0.0005699115	0.0015948823	0.0056181983	0.09463534	0.0369014	0.10535649	0.7100941	0.04436482
f	0.00018755606	4.1141506e-05	0.0003636079	0.0005507295	0.0002921149	0.011734491	0.00025218746	0.8102554	0.15617643	0.020146292
i	0.00053314475	0.00086226815	0.0005132633	0.0007168409	0.007094665	0.0076656216	0.4140559	0.10456956	0.45398083	0.010007829
n	4.830117e-05	3.481625e-05	8.5631014e-05	0.0001779095	0.0008242083	0.013943511	0.0027522293	0.45434642	0.43088028	0.09690668
è	0.00022306888	0.00058541144	0.00028598588	0.00026309318	0.0074683386	0.0018571815	0.9083522	0.028487718	0.05031432	0.002162761
s	7.6428485e-05	0.00014331366	0.000119641234	0.00012974726	0.00082295295	0.0019646643	0.0074435966	0.06445526	0.8421378	0.08270651
t	0.005332305	0.007172452	0.002837275	0.0040095397	0.03611669	0.010683672	0.30693257	0.016586658	0.60540485	0.0049239392
r	1.9085415e-05	2.1752807e-05	2.6309353e-05	5.0010825e-05	0.0002746847	0.0023205099	0.0037191908	0.018003263	0.7248883	0.25067684
a	4.4644043e-05	4.7190802e-05	5.1615272e-05	8.55261e-05	0.0002223504	0.0015427666	0.0012328814	0.012841012	0.33155447	0.6523775
</S>	0.00029773364	0.00012343665	0.00039391255	0.00043665417	0.00018504164	0.0018362608	5.9075162e-05	0.06538588	0.0924285	0.8388535
