 	mia	sorella	quest	anno	che	viene	vuole	diventare	dottoressa	</S>
a	0.97905946	0.020199304	0.00017247515	8.638265e-05	0.00046712407	1.5235874e-05	3.6849652e-08	2.2656892e-09	3.1030722e-10	4.6207252e-10
d	0.99166393	0.0077040773	0.0005904274	1.0441729e-05	3.0873387e-05	2.507139e-07	3.0517437e-08	1.5688991e-09	5.7705646e-11	1.1527693e-10
r	0.020802619	0.9709563	0.0076351557	0.0004598624	6.3704254e-05	3.2256416e-05	1.2938306e-05	1.2094789e-06	4.6312402e-06	3.141816e-05
e	0.47960928	0.43491	0.08303136	0.0016257397	0.0008003373	2.3353497e-05	1.5450144e-08	3.7707884e-10	5.2606075e-13	5.899532e-12
f	0.050328486	0.7520402	0.19712834	0.00025408797	0.0002436308	3.5843525e-06	1.5688308e-06	2.6222805e-08	3.5331221e-12	2.873016e-12
f	0.0022916703	0.82067764	0.16637506	0.010302747	0.00033345452	1.8691844e-05	1.3165615e-08	1.355201e-09	1.9257689e-09	7.7259864e-07
ì	0.018768001	0.6435569	0.29706436	0.037519943	0.0024970463	0.00059306173	5.277245e-07	5.6610503e-08	4.3012056e-09	1.4382512e-07
m	0.0036507137	0.79747516	0.1972497	0.0015652546	5.3940927e-05	5.0171348e-06	1.3779507e-07	2.0542206e-08	2.1503063e-11	3.196549e-11
m	0.029012484	0.808127	0.1394077	0.022578768	0.0008109336	4.915056e-05	4.252314e-08	5.672883e-09	2.5520682e-08	1.38254745e-05
u	0.00041212823	0.0630712	0.777705	0.15281364	0.002729789	0.0032660984	1.6668653e-06	1.9288338e-07	1.513785e-08	1.9378943e-07
f	0.020356895	0.0056318403	0.9188043	0.044245332	0.01082709	0.00013286984	1.6968773e-06	6.044995e-08	4.8366045e-10	2.0860007e-08
ù	0.0027528557	0.11775013	0.32218704	0.5461019	0.010714148	0.00044298905	5.563804e-06	2.11987e-07	9.9701715e-08	4.4988767e-05
e	0.001331116	0.04133726	0.5331532	0.4145785	0.008976528	0.00061111856	1.0957817e-05	1.3766265e-06	3.791388e-09	1.0007037e-08
p	0.0045880093	0.0016208773	0.07450916	0.48351666	0.41614068	0.016383898	0.003224708	1.6031474e-05	3.1556763e-10	4.2453088e-10
p	0.0008705926	0.031869777	0.09370763	0.7970139	0.068534106	0.00694587	0.00067747466	2.0180398e-05	5.8778282e-06	0.00035467657
ò	0.0024782289	0.009773377	0.08248736	0.69680256	0.12270872	0.06148	0.019787386	0.003247991	0.0009415845	0.0002927695
r	0.0006852549	0.005475025	0.050049588	0.8277084	0.10036293	0.013832454	0.0016585796	0.0001933809	2.3584938e-05	1.0730517e-05
k	0.001753779	0.014349617	0.05588592	0.77623904	0.11244995	0.032338157	0.0062388796	0.00039863688	4.25135e-05	0.00030352548
e	0.008235734	0.026625235	0.08378635	0.70563245	0.12376313	0.041454714	0.007719083	0.0020602513	0.000547397	0.00017564051
t	0.000997593	0.0003026775	0.0058619	0.07435138	0.5725918	0.27721667	0.061769612	0.006785198	3.8608974e-05	8.4545005e-05
e	0.0066001657	0.01810476	0.03515461	0.44832423	0.32357386	0.13581692	0.03160382	0.00060485967	2.1298563e-06	0.00021467045
e	0.00015586529	2.2312057e-05	0.00054603483	0.009514207	0.2899626	0.30178955	0.33688116	0.061088756	3.3407945e-05	6.1482574e-06
t	0.0012985277	0.00036278673	0.0017387426	0.021715317	0.10513272	0.14804076	0.61552083	0.10617962	7.942534e-06	2.7631354e-06
è	0.00023077677	0.0010566582	0.003509764	0.082415074	0.10040667	0.19291171	0.59516245	0.021503957	0.00014502023	0.0026578805
l	8.929445e-06	1.899919e-05	5.3823467e-05	0.007556438	0.017959962	0.061449725	0.6339234	0.2770668	0.0012863897	0.00067555706
i	0.0020644143	0.002860147	0.0041689333	0.045107946	0.058255065	0.1114358	0.5779908	0.18071517	0.009496645	0.007905125
n	0.00020252445	4.2656167e-05	0.00029624614	0.0011496092	0.024103463	0.07403005	0.15770422	0.6906166	0.032242525	0.019612003
a	0.0007039833	0.0006081662	0.0010625022	0.0075018615	0.024434544	0.0768028	0.3372886	0.54758847	0.003200716	0.00080845854
d	0.000101526624	3.642338e-05	0.00012256135	0.00040136563	0.0049826563	0.018926142	0.0636994	0.8175153	0.07982741	0.014387227
i	0.0024693	0.0059299213	0.009198647	0.028412325	0.03607703	0.0757528	0.16914946	0.44199046	0.22442788	0.0065922365
v	7.740545e-05	3.5227928e-05	0.00013233656	0.00043840922	0.004437624	0.015639728	0.052507672	0.48198467	0.3743613	0.07038565
e	0.0005525023	0.0034071887	0.0067341784	0.022875601	0.01907816	0.03183169	0.19415468	0.34886605	0.35926256	0.013237347
n	0.0002655737	6.433768e-05	0.00032372994	0.00045497244	0.004867656	0.011368689	0.033037152	0.34399068	0.52473897	0.08088826
t	0.0009188534	0.0072779786	0.005356094	0.011003437	0.012685976	0.014420448	0.10598424	0.24374999	0.5947885	0.0038144994
è	0.00047462858	0.0016979289	0.0010974772	0.001503905	0.0017489532	0.0024289533	0.008124419	0.05711347	0.91559327	0.010216948
s	0.00042488708	0.0013159633	0.0006865362	0.00081449386	0.00095658144	0.0014226825	0.0010366031	0.019517189	0.7351715	0.23865359
s	0.076971255	0.087638035	0.080662526	0.12171874	0.104055606	0.1851434	0.09569379	0.11854472	0.11309008	0.016481908
i	0.00022828569	0.00022982978	0.00029840416	0.00076907716	0.0018533044	0.0055318186	0.010086199	0.09527339	0.4048889	0.48084083
m	0.002003913	8.391302e-05	0.00071721146	0.0002791144	0.0060306825	0.0062717404	0.007761264	0.086764924	0.06422153	0.8258656
e	0.0010131104	0.0013292101	0.001418917	0.0020902748	0.002624182	0.0050771497	0.0070698955	0.07735958	0.8831228	0.018894833
s	6.809582e-05	1.9843943e-05	7.141936e-05	7.50784e-05	0.0005336234	0.0011921473	0.0031121997	0.06849679	0.6832233	0.2432075
s	0.02926399	0.041876294	0.045329947	0.07982412	0.08840668	0.15208949	0.12829088	0.26700452	0.13561915	0.03229486
è	7.027068e-05	7.873697e-05	8.955236e-05	0.0001919095	0.0004085543	0.0011903569	0.0022658661	0.03518254	0.69079983	0.26972234
r	3.5908477e-06	4.541924e-06	5.092767e-06	1.3544793e-05	3.6743288e-05	0.00013621239	0.00031089122	0.012673371	0.22955269	0.7572633
a	0.0014932617	0.0017553826	0.001796863	0.0032316558	0.0033941893	0.007752464	0.013830745	0.08218562	0.76330894	0.121250875
</S>	0.00021455696	3.4292334e-05	0.00013920113	8.919601e-05	0.0006771304	0.0009692399	0.001612411	0.02257411	0.074673146	0.8990168
