 	se	vieni	alle	sette	sto	ancora	cucinando	</S>
a	0.9650428	0.006327828	0.02599407	0.0021401837	0.0004931594	1.8368231e-06	5.4533174e-09	2.2836109e-09
n	0.105754726	0.8634786	0.006750753	0.023873566	5.1563802e-05	9.092516e-05	9.194252e-10	2.6308145e-09
è	0.00023889425	0.0002461271	0.99065536	0.008850409	7.883446e-06	1.507026e-08	6.602264e-07	6.256158e-07
r	6.446478e-05	0.0010998453	0.95480984	0.044003025	2.2657361e-05	1.9104955e-07	1.6835455e-10	1.3748228e-09
k	0.00019858139	0.0007488182	0.98976594	0.0092531815	3.3443885e-05	9.080349e-09	1.5184267e-11	1.8609716e-08
e	0.0071494393	0.027043592	0.82813317	0.13205077	0.0055363593	8.669429e-05	2.762899e-09	1.4712973e-08
s	0.0014360946	0.051430993	0.3753935	0.57159024	0.00011368164	3.550276e-05	3.4986733e-10	2.875753e-09
e	2.4654704e-05	0.00013871572	0.9305832	0.06808912	0.0011478189	4.176727e-09	2.638245e-10	1.6468604e-05
s	4.101588e-05	0.0046250126	0.059861183	0.93453574	0.00079260726	0.00014439654	3.9141876e-09	4.6547157e-09
e	0.00010460438	0.0006847567	0.8296699	0.14851719	0.020806417	9.63432e-07	8.70208e-09	0.00021618631
s	3.2131e-05	0.0018680517	0.03569376	0.9462011	0.012437156	0.0037661442	1.2591197e-06	4.9103517e-07
e	0.00020302719	0.0013915078	0.6985573	0.17634621	0.12225906	0.00010588021	1.8527318e-07	0.0011368582
t	5.3797987e-05	0.0014674529	0.032499712	0.74972725	0.116161324	0.09988996	0.00017194172	2.8592038e-05
t	0.00032522948	0.002242029	0.46415067	0.19462138	0.3332292	0.0022070252	2.581908e-06	0.0032218285
à	0.002102967	0.017839124	0.07384658	0.59716356	0.22647011	0.06587662	0.005758845	0.010942247
s	0.00025401037	0.0014095291	0.0817314	0.19239561	0.6339278	0.051348668	0.022277864	0.016655104
t	0.0010359699	0.0019778896	0.25380552	0.075226635	0.54040015	0.0575225	7.25168e-06	0.07002407
e	0.0004881857	0.0013146473	0.007936519	0.07508461	0.58110243	0.27363023	0.0046909046	0.055752546
a	0.00081974233	0.001028562	0.0017000877	0.011383834	0.02173622	0.8553748	0.10185264	0.006104131
n	7.2505813e-06	4.137204e-05	0.0023730139	0.0033404117	0.04341471	0.90585494	0.044573028	0.0003952135
k	0.00052935793	0.0011681286	0.06556762	0.030043136	0.5373125	0.36202055	0.00014319985	0.0032155123
ò	0.0010576873	0.0011537329	0.002525383	0.004706341	0.052696925	0.648372	0.14844961	0.1410383
r	5.2685623e-06	1.705919e-05	0.000107234744	0.00039063365	0.009592493	0.05440058	0.90696084	0.028525898
a	0.00046108058	0.0004450717	0.0017286623	0.0024806925	0.030468991	0.106971525	0.62093866	0.23650536
m	3.0634237e-05	2.7137014e-05	5.6760266e-05	0.0001060654	0.0003781206	0.0064853276	0.9714693	0.02144669
a	0.009596662	0.011031154	0.105630465	0.033440348	0.11736763	0.09223978	0.4538684	0.17682551
r	3.5504083e-05	3.0315994e-05	4.523946e-05	6.8912894e-05	6.490619e-05	0.0011507565	0.9958878	0.002716486
è	0.0033012715	0.0053430465	0.07079198	0.017538043	0.041138437	0.024831532	0.7899132	0.04714246
o	0.00087003084	0.0015027452	0.04448856	0.007190618	0.003921325	0.00034671722	0.89788795	0.043792
</S>	0.0007539697	0.0013069053	0.005894216	0.0025220597	0.00077535876	0.008431733	0.823247	0.15706882
