 	qui	dentro	deve	mettere	un	tappeto	</S>
c	0.97367114	0.025400866	0.0009020749	1.9696841e-05	6.084573e-06	6.080831e-08	8.636354e-09
i	0.83588046	0.15254392	0.0082046855	0.0017089923	0.00037209844	0.0007705376	0.0005193558
ù	0.8476595	0.1254365	0.025317866	0.0015784028	7.663067e-06	4.980393e-10	3.9375236e-10
m	0.10236414	0.88136923	0.004679296	0.011579553	7.7878785e-06	5.687334e-09	9.129371e-09
è	0.03848119	0.9494396	0.011350253	0.00067847554	2.5283362e-05	5.377694e-06	1.9854924e-05
s	0.07317611	0.78291005	0.14081083	0.0029623853	0.00014067873	1.745064e-08	1.4543144e-08
a	0.046560563	0.73115164	0.21905273	0.003174306	6.0385537e-05	6.490892e-08	2.7350202e-07
è	0.0074398015	0.027208189	0.9029331	0.06168995	0.00072897057	3.1929368e-08	1.0183811e-08
n	0.009045793	0.19894768	0.14213867	0.64934415	0.0005234432	4.895855e-08	2.0598505e-07
a	0.072294354	0.23199104	0.18725164	0.5028524	0.005574148	6.5578397e-06	2.99252e-05
v	0.0007246819	0.0021069252	0.034581542	0.88045037	0.08208335	4.844927e-05	4.6178643e-06
à	0.0031039536	0.049771957	0.028531468	0.7641769	0.12085314	0.03061102	0.0029515552
l	0.0008484068	0.008902193	0.029568348	0.80573094	0.13976397	0.013178414	0.00200777
i	0.01777565	0.10092617	0.08818903	0.3512124	0.30541003	0.12540434	0.011082342
è	0.00054725574	0.0005883551	0.004058458	0.0855067	0.60947627	0.29320604	0.0066169226
n	0.0060138875	0.008228167	0.018315291	0.42256176	0.54009676	0.0041259984	0.0006581582
a	0.09152813	0.11547807	0.10896541	0.12677296	0.4141253	0.0649148	0.07821531
t	0.00050919154	0.00030309157	0.0012592413	0.026680304	0.43792224	0.289838	0.24348792
a	0.0013424534	0.0020568783	0.0022531704	0.01501109	0.23217434	0.26007557	0.48708647
p	2.9264447e-05	2.2015283e-05	7.802349e-05	0.004874811	0.10030922	0.23663762	0.65804905
p	8.048808e-05	0.0006131663	0.00040923367	0.00281415	0.04097371	0.9208453	0.034264002
è	7.293112e-05	0.00030548943	0.00040920582	0.0005116473	0.02359337	0.94285256	0.032254875
t	1.2945893e-05	2.7642544e-05	4.463678e-05	0.00023617654	0.0049376483	0.7859578	0.20878313
o	0.004587914	0.013692411	0.011653714	0.013194134	0.09105138	0.7525603	0.11326006
</S>	0.00043388508	0.000207745	0.0005815134	0.0012016476	0.00800026	0.05023334	0.9393416
