 	se	aveva	vestito	la	figlia	l	avessi	portato	alla	chiesa	</S>
a	0.994808	0.0013641852	0.0033460765	0.00017479213	0.00014663687	0.00015834223	1.7247079e-06	2.8915073e-07	1.7410982e-10	3.0241112e-10	4.675677e-10
n	0.89859915	0.017052852	0.064499035	0.00010811701	0.01900945	2.2098535e-05	0.0006969593	1.2359207e-05	3.980882e-09	3.1886775e-09	6.7296044e-09
ì	5.8819034e-05	0.9966382	0.0018433526	1.1833377e-05	3.938232e-08	1.0004452e-06	0.0013556158	9.109661e-05	1.0046597e-08	7.911309e-08	8.838034e-08
c	3.9943425e-05	0.9937459	0.0062028943	1.085736e-05	2.6852982e-07	4.3181828e-08	1.5661271e-08	3.0917424e-10	3.3942773e-12	7.0945734e-13	5.7100006e-12
h	8.6969725e-05	0.985313	0.014495709	0.00010178735	3.486559e-07	1.3816239e-06	6.453864e-07	1.183223e-07	7.5724926e-11	1.0052201e-11	9.720205e-09
e	0.026313363	0.33522576	0.61563826	0.005511781	0.01669266	0.0006169983	9.968018e-07	1.07460316e-07	3.242298e-09	1.173176e-10	8.3239243e-10
n	0.0003677938	0.0044400804	0.99487853	0.00014002445	0.00017325905	2.6742617e-07	5.1939425e-12	5.740773e-13	1.3741356e-12	5.713583e-17	4.6355386e-15
d	3.062145e-05	0.49717653	0.46898526	0.033009205	1.6206357e-05	0.0007577668	2.0434225e-05	3.8041885e-06	2.2820035e-09	6.064616e-12	1.05225595e-07
ì	0.0065403073	0.0498172	0.88987464	0.05076507	0.00085780345	0.0021449495	7.323413e-09	3.0126104e-09	3.5011876e-09	8.009541e-14	4.2236792e-10
s	0.00015385295	0.40781313	0.58597445	0.005960377	6.186627e-05	3.6260248e-05	4.8959077e-08	1.1995832e-08	3.3332261e-09	2.0116335e-13	4.1907856e-11
o	0.007385806	0.050237346	0.5508387	0.38541967	0.00068886596	0.0054181153	9.2602495e-06	1.768309e-06	4.0030854e-09	6.755441e-13	4.8146273e-07
n	0.00079948833	0.003199143	0.7455545	0.074811086	0.17516163	0.00047413085	7.516684e-09	4.5148082e-10	9.482281e-09	4.2521984e-13	6.9032176e-11
t	0.00023883434	0.12698302	0.23165968	0.59127325	0.029193481	0.02010088	0.00041533378	0.00013281286	3.584868e-07	4.178874e-11	2.4158535e-06
a	0.003286427	0.09074318	0.4207379	0.38512665	0.088572115	0.011528855	3.834504e-06	3.3873616e-07	6.9016886e-07	7.685645e-12	3.529843e-08
i	0.00082024746	0.0059862086	0.13151547	0.18474534	0.6624695	0.01445516	6.8824024e-06	4.0020598e-07	9.0467256e-07	1.2953151e-10	3.024029e-09
k	1.9685309e-05	0.027498953	0.020492045	0.28224942	0.6199876	0.047094386	0.002580781	7.33821e-05	3.7760447e-06	1.2567629e-10	1.1393965e-08
i	6.961368e-05	0.008523319	0.018553667	0.8389281	0.036555123	0.08688484	0.009086473	0.00086640584	5.3850814e-05	3.8235118e-08	0.00047863374
a	0.0001861967	0.0014468228	0.011088442	0.055091836	0.91469145	0.017055102	0.000346692	3.9674167e-05	4.933077e-05	7.5969547e-07	3.7196373e-06
