 	i	genitori	non	li	dimentichiamo	mai	</S>
u	0.974986	0.01809124	0.0064985547	0.0004224893	1.7099478e-06	3.6281126e-08	1.2111759e-09
g	0.9047989	0.090999685	0.004122301	7.900546e-05	8.558235e-08	3.1565568e-09	1.7411617e-10
e	0.058741987	0.11607032	0.8128054	0.011248336	0.00011698861	0.0004398858	0.0005771186
n	0.7406818	0.24794714	0.010617206	0.0007506669	2.9184828e-06	2.7952328e-07	2.9631573e-09
i	0.09161181	0.52069056	0.3088519	0.0554379	0.02029524	0.0011313257	0.001981256
t	0.27182633	0.5899129	0.12608694	0.012031815	0.00013503445	6.9427856e-06	4.0061423e-08
ò	0.06147357	0.43594277	0.20346104	0.2653226	0.026942376	9.5316405e-05	0.006762314
r	0.05882046	0.3317854	0.5272557	0.072941855	0.009154434	4.153042e-05	5.7918584e-07
u	0.11938727	0.25564927	0.26016092	0.32621828	0.036706854	3.40551e-05	0.0018433733
e	0.0124963755	0.013882217	0.62472886	0.34311992	0.005730057	3.593727e-05	6.544564e-06
n	0.0008141926	0.0016643666	0.26274666	0.6415405	0.09311588	0.000118372336	3.6615294e-08
è	0.00050156214	0.0030126423	0.03030006	0.4320641	0.5320841	0.00046513387	0.0015724686
n	4.6949674e-05	0.0002463781	0.05341008	0.26993132	0.67501366	0.0013377211	1.3945404e-05
u	0.0013142946	0.0019501926	0.03698376	0.2515523	0.70629686	0.0015173117	0.0003852908
s	0.0034747345	0.003446821	0.05151141	0.40026212	0.33016124	0.20745936	0.0036842516
s	0.0003701346	0.00055096584	0.010814711	0.26103586	0.72108907	0.0057328446	0.000406393
c	0.0004474001	0.0008628259	0.014212834	0.21860683	0.6952527	0.062916	0.0077014393
e	0.0025372237	0.0021707946	0.011082661	0.09032832	0.37926403	0.25482276	0.25979418
r	0.0017047937	0.001730412	0.009453737	0.06143365	0.08329299	0.73761487	0.10476949
r	0.0019189309	0.00247743	0.008268448	0.050662026	0.7197155	0.20647928	0.010478372
è	0.0002820472	0.00034564876	0.0013103748	0.009601405	0.1090452	0.80831933	0.07109605
t	0.00019872015	0.000153072	0.0011190996	0.0062954156	0.15529357	0.48942673	0.34751338
s	0.05885715	0.04765444	0.083264075	0.32876915	0.35054088	0.061671946	0.06924233
u	0.00028427137	0.0002959616	0.0011212254	0.0083411485	0.056990996	0.17067309	0.76229334
m	0.0021717453	0.0014588594	0.0025450555	0.004805688	0.0028212264	0.64845526	0.33774218
e	0.004018953	0.0036248916	0.0068594087	0.01841741	0.05719678	0.83208364	0.07779896
m	7.8840145e-05	7.4778305e-05	0.00019289707	0.0007596303	0.0021740808	0.8771424	0.11957733
à	0.00090779737	0.0009997264	0.0013387777	0.0076176715	0.03794159	0.92812735	0.02306709
i	7.238967e-05	5.530188e-05	0.00014652821	0.00046667486	0.0035876876	0.8189865	0.176685
</S>	0.010158506	0.0069169835	0.008042308	0.006803887	0.0016576176	0.3234626	0.64295805
