 	non	so	cosa	stai	scrivendo	</S>
e	0.66117465	0.33343303	0.0053518154	3.1110805e-05	9.394027e-06	8.891884e-09
n	0.8097745	0.18233112	0.007649098	0.00023806517	7.247188e-06	9.772061e-10
e	0.10143669	0.51939565	0.37201056	0.0058741234	0.0009606877	0.00032234294
t	0.03825265	0.9480724	0.013361709	0.0003119416	1.3787688e-06	4.7066434e-10
s	0.0888956	0.21680607	0.60865563	0.075800225	0.008826461	0.0010160167
è	0.031136312	0.804074	0.15589339	0.0077050687	0.0011909554	3.1286174e-07
r	0.028432228	0.4653475	0.46146894	0.041584034	0.0031653207	2.0242223e-06
o	0.04111449	0.23105107	0.61761045	0.07050123	0.038303666	0.0014191322
e	0.016073458	0.01066007	0.6677668	0.3053784	0.00011639729	4.9325326e-06
s	0.0028970721	0.003182262	0.1440425	0.84729964	0.0025785223	2.1278202e-08
ù	0.00422563	0.003245796	0.1221136	0.812135	0.056687128	0.0015928482
t	0.0008834794	0.0008922148	0.11414779	0.808847	0.07518055	4.8975275e-05
i	0.028453493	0.007287545	0.092244126	0.23912358	0.631935	0.00095621153
s	0.005738852	0.002223787	0.012498607	0.7360615	0.20694387	0.036533434
t	0.0006689119	0.00010363719	0.0038455136	0.139431	0.85546005	0.00049084774
e	0.0008203572	0.00053366896	0.0074822595	0.15358219	0.81029654	0.027284935
g	0.0019001035	0.00096858793	0.0030495638	0.11609431	0.64370894	0.23427849
r	0.00042529515	0.0004775993	0.0023988888	0.028799217	0.9545357	0.013363159
à	0.00039829392	0.00050816394	0.002232874	0.039217267	0.8210561	0.13658726
f	0.00079762604	0.0008835773	0.0024069	0.0052062324	0.17809397	0.81261164
i	0.010640694	0.010437233	0.03938595	0.10233012	0.83128333	0.0059227347
</S>	0.0110893715	0.0055704843	0.0042626476	0.011655993	0.033604495	0.933817
