 	Marika	è	che	si	sposa	domani	</S>
M	0.9365322	0.050184827	0.0076661506	0.005520807	7.3883995e-05	2.2070215e-05	1.1159868e-07
a	0.03658698	0.37565234	0.5430866	0.04282033	4.0677824e-05	3.862687e-05	0.0017744255
r	0.74134487	0.2532479	0.0030388194	0.0023225439	4.5361558e-05	4.890037e-07	5.571492e-08
ì	0.05981698	0.011454549	0.7881558	0.08760311	0.00020893262	6.3987936e-05	0.0526966
k	0.22727261	0.7145233	0.054863863	0.0032650412	3.7971426e-05	3.7009704e-05	1.8432047e-07
a	0.012674436	0.15657173	0.77381647	0.04808013	0.00026495845	9.223921e-06	0.008583021
è	0.0039509404	0.8460234	0.12934794	0.020194134	0.00048202334	7.3193684e-07	7.8513824e-07
n	0.06139368	0.2841193	0.5100088	0.14195992	0.0020922418	0.00042410826	1.8653673e-06
a	0.12252124	0.25315407	0.50010854	0.12165426	0.0015575377	5.0283157e-05	0.00095408934
r	0.0055913217	0.018670509	0.14057487	0.61988765	0.21479656	0.00032600755	0.00015301071
m	0.006568695	0.02256276	0.42358088	0.46547765	0.07706837	0.002521502	0.0022200989
a	0.014654213	0.11109951	0.24372964	0.40101227	0.21273611	0.0017256034	0.01504256
s	0.0028919633	0.011480164	0.045632917	0.43411517	0.4989767	0.00068741856	0.006215683
t	0.024960885	0.039094537	0.39360225	0.42139184	0.10576686	0.0015289625	0.013654698
ì	0.007445895	0.019089889	0.15301396	0.37862715	0.32058278	0.004316913	0.11692341
à	0.0024125	0.0027699969	0.01719539	0.10450571	0.5360615	0.13661104	0.20044382
v	0.001817761	0.00014637074	0.0007469718	0.004735866	0.04399464	0.92601275	0.022545533
v	0.006728566	0.0018502498	0.004732632	0.014677186	0.07974826	0.379458	0.5128051
r	0.047331274	0.20914206	0.055257685	0.047210176	0.06743301	0.455984	0.11764177
i	0.0110797845	0.03802675	0.019799862	0.023576852	0.05710777	0.48453864	0.36587045
</S>	0.010544146	0.009268661	0.002796952	0.015367355	0.080919385	0.010629142	0.87047434
