 	è	facile	che	stanno	ancora	svegli	</S>
è	0.9702389	0.028889108	0.00072809774	0.00013351181	9.544258e-06	8.5325985e-07	1.2507968e-08
f	0.0037484276	0.045742184	0.9263851	0.022303652	0.0018078884	1.2717699e-05	1.1637745e-08
à	0.0077422857	0.14216341	0.8289551	0.020918231	0.00021968778	6.7798464e-07	6.1520154e-07
c	0.16425061	0.5899425	0.24148826	0.0040580523	0.00026041138	4.370981e-08	7.2139663e-09
i	0.10835426	0.57523966	0.30846277	0.0065350565	1.7434428e-06	1.3374873e-08	0.001406551
l	0.09705083	0.56314844	0.33131564	0.00817727	0.0003031741	4.120355e-06	5.2589456e-07
e	0.016384983	0.14158793	0.7677862	0.069323294	9.090973e-06	3.1690224e-08	0.0049084965
k	0.015967669	0.14652987	0.6062606	0.22522135	0.005894385	0.0001165397	9.555875e-06
a	0.00727168	0.036875963	0.6349535	0.30999738	0.00015275963	1.4640457e-06	0.0107473275
s	0.0040587056	0.02885863	0.21805623	0.67483914	0.07192842	0.0021978747	6.1032304e-05
t	0.01334521	0.057888925	0.54342175	0.35980114	0.0013222841	1.4063999e-06	0.024219282
è	0.009306391	0.034280416	0.118416466	0.6659267	0.16153787	0.0064217374	0.004110429
o	0.005778991	0.020589957	0.058596525	0.6804574	0.20795155	0.0047622556	0.021863258
n	5.205969e-05	0.00042267557	0.007043458	0.0768027	0.89981806	0.015630752	0.00023021457
e	0.0017325717	0.010217438	0.094999984	0.57181585	0.3129295	0.0004496307	0.007855033
a	0.00015401987	0.00038330242	0.0032300244	0.02306761	0.7601102	0.20172538	0.011329438
n	6.075249e-05	0.00054729515	0.0048488844	0.05644372	0.87611085	0.059173685	0.0028147541
k	0.00088394503	0.004100003	0.02175312	0.18291797	0.58782727	0.017357463	0.18516022
ò	0.00035283476	0.00034475126	0.0005067629	0.0034232668	0.10596412	0.819947	0.06946127
r	2.791032e-05	3.6975485e-05	0.000100531455	0.0013485074	0.06964289	0.65376973	0.27507347
a	0.020255972	0.015825227	0.010444023	0.039315753	0.119820096	0.70566005	0.08867883
a	0.0014857564	0.0010458813	0.00076073915	0.00085641496	0.0016028971	0.9529008	0.041347563
t	0.06862111	0.061550763	0.05826274	0.034637015	0.03264036	0.5875464	0.15674165
s	0.14534837	0.16015638	0.15413146	0.13137078	0.008546018	0.011602804	0.3888442
ù	0.0009604334	0.0008895166	0.00075026345	0.0013880656	0.004962527	0.6212999	0.36974922
n	0.00012225063	0.00012883187	0.0001298407	0.00017231096	0.0005405762	0.04535334	0.9535529
n	1.7414262e-05	5.213685e-05	3.5412726e-05	5.9471382e-05	8.616957e-05	0.004201222	0.9955481
i	8.683525e-05	0.000104641666	0.0001651747	0.0002394593	0.0021726636	0.1365199	0.86071134
t	0.011088401	0.009483372	0.010010335	0.006707891	0.014091237	0.48411548	0.4645033
i	8.003006e-06	3.1987638e-05	1.2773567e-05	2.9766436e-05	4.4039123e-05	0.0031947126	0.9966787
</S>	4.2768825e-06	1.8464427e-05	1.4126432e-05	2.224047e-05	7.7628574e-05	0.011287934	0.9885753
