 	il	morto	si	piange	</S>
o	0.94588065	0.052485794	0.0016315966	9.0049343e-07	1.0227046e-06
a	0.047068737	0.14307041	0.8098458	1.4559209e-05	4.7387272e-07
p	0.035462264	0.8650006	0.099534094	2.213717e-06	8.8072545e-07
e	0.0005726139	0.91817135	0.06820713	0.0004739855	0.012574934
t	0.059022285	0.8845893	0.05603495	0.00034024182	1.3188633e-05
a	0.0017333564	0.9372403	0.019412171	0.022911945	0.01870229
m	0.024295636	0.95078933	0.024660585	0.00019273847	6.177552e-05
m	0.0010240563	0.91257924	0.06776634	0.006122427	0.012507868
è	0.00084503356	0.4430443	0.28095362	0.24575111	0.029405918
n	0.054642607	0.8332094	0.10114317	0.00389062	0.0071142106
o	0.016854046	0.60554	0.15061834	0.113536604	0.1134511
i	0.026851302	0.04868821	0.9142058	0.005598552	0.0046561304
k	0.00077642826	0.008633191	0.92667586	0.063897744	1.6810258e-05
l	0.0001461538	0.088743664	0.092559084	0.7921768	0.026374344
è	0.003060905	0.014872466	0.022045894	0.8803288	0.07969199
e	0.0003170435	0.0020803972	0.0055189137	0.945426	0.046657745
t	0.07397171	0.05640279	0.45532078	0.07280217	0.3415025
e	0.0072452137	0.11838805	0.267928	0.48389834	0.12254033
</S>	0.0018085721	0.0026712362	0.08029983	0.12636237	0.788858
