 	le	melanzane	vogliono	girate	</S>
i	0.98696846	0.013007102	1.9745485e-05	4.7519047e-06	5.7998184e-09
m	0.28598773	0.7139418	6.985435e-05	6.377305e-07	1.9894308e-09
a	0.018843416	0.9776087	0.00024744644	0.0021900213	0.0011105085
r	0.023488237	0.97641027	9.809031e-05	3.3735705e-06	1.6732953e-08
a	0.016644383	0.9553555	0.00040659233	0.025822405	0.0017710666
n	0.04077377	0.9585733	0.0006464174	6.4416254e-06	1.1458582e-07
g	0.01763516	0.9388855	0.0053830906	0.036550764	0.0015454786
i	0.1565953	0.15489206	0.05731056	0.63094366	0.00025840083
à	0.115276724	0.78770435	0.0929687	0.0037873357	0.00026290133
n	0.017799446	0.7514056	0.18089996	0.049402356	0.0004926743
e	0.029934434	0.025431283	0.37937808	0.53311837	0.03213785
i	0.011747602	0.012990198	0.9685241	0.0043991897	0.0023388967
t	0.0004763238	0.0019630892	0.9756344	0.021900652	2.5626961e-05
è	0.0037872607	0.00046342498	0.3540448	0.6279029	0.013801558
l	4.4518187e-05	0.0001548088	0.336664	0.6517331	0.011403532
u	0.0015014454	0.0009360365	0.042703226	0.92959464	0.025264664
n	0.0038223423	0.0036359723	0.1301836	0.2821517	0.5802064
e	0.004250114	0.004450856	0.07400128	0.89549416	0.021803472
v	0.0019344378	0.0026080788	0.024658132	0.2780155	0.69278383
o	0.00039726726	0.00026547778	0.0038602175	0.967233	0.02824402
t	0.0023254994	0.002464173	0.022060495	0.35161456	0.6215353
i	0.005270974	0.008733878	0.0119214235	0.9163271	0.057746556
m	0.0020609146	0.0032770925	0.0054786215	0.046458893	0.9427245
m	0.00057487877	0.00033858637	0.00539137	0.9753372	0.01835795
è	0.0009640219	0.00049212866	0.009510165	0.91532534	0.07370839
n	0.0052730953	0.0022090685	0.008824665	0.7771593	0.20653394
e	0.0042996895	0.0013998428	0.00904323	0.88236564	0.1028916
</S>	0.036951106	0.016173728	0.035454925	0.03069347	0.88072675
