 	io	non	so	cosa	è	da	scrivere	</S>
e	0.45749548	0.45431396	0.024347097	0.06379539	3.3598048e-05	1.3133039e-05	1.1988545e-06	2.1012498e-08
v	0.9771708	0.018275024	0.003949965	0.0006028531	3.2609418e-07	9.129077e-07	3.4066233e-08	9.946164e-10
ò	0.99951375	0.00044847498	1.1602796e-05	5.8148157e-06	1.1755441e-05	4.760429e-06	1.437231e-06	2.4586636e-06
e	0.6391708	0.17670901	0.18335095	0.0007689447	4.5302922e-08	1.9147437e-07	6.3698855e-09	3.9684966e-09
n	0.7208285	0.15122594	0.12771416	0.00023126023	3.277361e-08	1.3141714e-07	2.7731049e-09	1.1007131e-09
e	0.061558504	0.56145877	0.33177954	0.04479381	0.00028958087	3.734326e-05	6.047122e-06	7.640499e-05
s	0.00551995	0.06719995	0.91448295	0.0127220815	3.370241e-05	4.076021e-05	4.9506366e-07	8.0154355e-10
s	0.039883055	0.23784253	0.37523466	0.3375308	0.006467673	0.0017221512	0.00031776927	0.0010013364
è	0.0057840925	0.03874209	0.8606191	0.083568215	0.0064294455	0.0032940395	0.0015595997	3.270826e-06
r	0.0022140793	0.04013837	0.6754022	0.2558575	0.01850648	0.00675145	0.00112019	9.660375e-06
o	0.029889071	0.16180381	0.585825	0.20355964	0.0077399216	0.0050113765	0.0056326417	0.0005384342
t	0.000245083	0.006600558	0.1061264	0.6372825	0.17503534	0.07406358	0.0004965613	0.00015001904
i	0.04737617	0.12461451	0.10525808	0.5985538	0.053430155	0.053695206	0.015296086	0.0017760398
e	0.00034491505	0.0016780995	0.009389835	0.3586178	0.15097572	0.47351328	0.0054510348	2.927358e-05
n	0.020187262	0.017813658	0.0064121187	0.2628352	0.07191084	0.594107	0.02670873	2.5238298e-05
a	0.0024848958	0.0033383984	0.0038009223	0.035076234	0.04538782	0.28468007	0.58151203	0.043719694
g	0.0001576169	0.00028238693	0.00032099037	0.024250234	0.048106663	0.85461915	0.071653634	0.0006093819
r	0.0008257745	0.0010536093	0.002214965	0.006125389	0.027153049	0.112965524	0.8352684	0.014393271
à	0.00018873617	0.00027318252	0.0010416835	0.002809519	0.059070464	0.13862558	0.76444024	0.033550546
s	0.0026107428	0.004746488	0.0046702786	0.016031884	0.06023684	0.09574517	0.48896584	0.32699275
s	0.06285378	0.10772866	0.07416344	0.07693541	0.050104264	0.119655736	0.47771493	0.030843776
o	0.00090737356	0.0013237621	0.0019623453	0.006636632	0.045339335	0.080331944	0.41150957	0.45198897
</S>	0.00041853174	0.0021360747	0.0026654592	0.008174788	0.009330232	0.077891015	0.04188624	0.85749763
